dimensions.GEO,dimensions.SEX,population_annee,dimensions.EP_MEASURE,dimensions.AGE,attributes.OBS_STATUS_FR,population,code_dep_population
2023-DEP-85,_T,1993,POP,_T,D,518974.0,85
2023-DEP-85,_T,2017,POP,_T,D,675247.0,85
2023-DEP-85,_T,2016,POP,_T,D,670597.0,85
2023-DEP-85,_T,2019,POP,_T,D,685442.0,85
2023-DEP-85,_T,2015,POP,_T,D,666714.0,85
2023-DEP-85,_T,2002,POP,_T,D,562222.0,85
2023-DEP-85,_T,2021,POP,_T,D,699459.0,85
2023-DEP-85,_T,2012,POP,_T,D,648901.0,85
2023-DEP-85,_T,1996,POP,_T,D,528344.0,85
2023-DEP-85,_T,2000,POP,_T,D,546334.0,85
2023-DEP-85,_T,1999,POP,_T,D,539089.0,85
2023-DEP-85,_T,2010,POP,_T,D,634778.0,85
2023-DEP-85,_T,2018,POP,_T,D,679991.0,85
2023-DEP-85,_T,2001,POP,_T,D,554088.0,85
2023-DEP-85,_T,1992,POP,_T,D,515620.0,85
2023-DEP-85,_T,2008,POP,_T,D,616906.0,85
2023-DEP-86,_T,1990,POP,_T,D,379963.0,86
2023-DEP-86,_T,2022,POP,_T,D,438688.0,86
2023-DEP-86,_T,1991,POP,_T,D,381861.0,86
2023-DEP-86,_T,2013,POP,_T,D,431248.0,86
2023-DEP-86,_T,2009,POP,_T,D,426066.0,86
2023-DEP-86,_T,1995,POP,_T,D,391878.0,86
2023-DEP-86,_T,2023,POP,_T,PROV,438142.0,86
2023-DEP-86,_T,1994,POP,_T,D,388170.0,86
2023-DEP-86,_T,2021,POP,_T,D,439385.0,86
2023-DEP-86,_T,2000,POP,_T,D,401443.0,86
2023-DEP-86,_T,2008,POP,_T,D,424354.0,86
2023-DEP-86,_T,2024,POP,_T,PROV,437691.0,86
2023-DEP-86,_T,2020,POP,_T,D,439332.0,86
2023-DEP-86,_T,2001,POP,_T,D,403958.0,86
2023-DEP-86,_T,1993,POP,_T,D,386099.0,86
2023-DEP-86,_T,1998,POP,_T,D,397941.0,86
2023-DEP-86,_T,2018,POP,_T,D,437586.0,86
2023-DEP-86,_T,2012,POP,_T,D,430018.0,86
2023-DEP-86,_T,2016,POP,_T,D,436069.0,86
2023-DEP-86,_T,2003,POP,_T,D,409731.0,86
2023-DEP-86,_T,2014,POP,_T,D,433203.0,86
2023-DEP-86,_T,2025,POP,_T,PROV,437151.0,86
2023-DEP-86,_T,2017,POP,_T,D,436876.0,86
2023-DEP-86,_T,1999,POP,_T,D,399002.0,86
2023-DEP-86,_T,1992,POP,_T,D,384083.0,86
2023-DEP-86,_T,2005,POP,_T,D,415437.0,86
2023-DEP-86,_T,1996,POP,_T,D,393845.0,86
2023-DEP-86,_T,2004,POP,_T,D,412316.0,86
2023-DEP-86,_T,1997,POP,_T,D,395846.0,86
2023-DEP-86,_T,2006,POP,_T,D,418460.0,86
2023-DEP-86,_T,2015,POP,_T,D,434887.0,86
2023-DEP-86,_T,2019,POP,_T,D,438435.0,86
2023-DEP-86,_T,2007,POP,_T,D,421891.0,86
2023-DEP-86,_T,2011,POP,_T,D,428447.0,86
2023-DEP-86,_T,2010,POP,_T,D,427193.0,86
2023-DEP-86,_T,2002,POP,_T,D,406832.0,86
2023-DEP-87,_T,1991,POP,_T,D,353818.0,87
2023-DEP-87,_T,1999,POP,_T,D,354055.0,87
2023-DEP-87,_T,2015,POP,_T,D,375795.0,87
2023-DEP-87,_T,2023,POP,_T,PROV,372083.0,87
2023-DEP-87,_T,2010,POP,_T,D,376191.0,87
2023-DEP-87,_T,2022,POP,_T,D,372438.0,87
2023-DEP-87,_T,2011,POP,_T,D,376058.0,87
2023-DEP-87,_T,2013,POP,_T,D,375856.0,87
2023-DEP-87,_T,2024,POP,_T,PROV,371847.0,87
2023-DEP-87,_T,1993,POP,_T,D,354418.0,87
2023-DEP-87,_T,2017,POP,_T,D,374426.0,87
2023-DEP-87,_T,2004,POP,_T,D,362522.0,87
2023-DEP-87,_T,2007,POP,_T,D,371102.0,87
2023-DEP-87,_T,2018,POP,_T,D,373199.0,87
2023-DEP-87,_T,2001,POP,_T,D,357134.0,87
2023-DEP-87,_T,1998,POP,_T,D,353941.0,87
2023-DEP-87,_T,1996,POP,_T,D,354415.0,87
2023-DEP-87,_T,2002,POP,_T,D,358988.0,87
2023-DEP-87,_T,2009,POP,_T,D,374849.0,87
2023-DEP-87,_T,2021,POP,_T,D,371691.0,87
2023-DEP-87,_T,2012,POP,_T,D,375869.0,87
2023-DEP-87,_T,2016,POP,_T,D,374978.0,87
2023-DEP-87,_T,2025,POP,_T,PROV,371297.0,87
2023-DEP-87,_T,2003,POP,_T,D,360749.0,87
2023-DEP-87,_T,2000,POP,_T,D,355315.0,87
2023-DEP-87,_T,1997,POP,_T,D,354424.0,87
2023-DEP-87,_T,2014,POP,_T,D,376199.0,87
2023-DEP-87,_T,1992,POP,_T,D,354331.0,87
2023-DEP-87,_T,1990,POP,_T,D,353824.0,87
2023-DEP-87,_T,2019,POP,_T,D,372359.0,87
2023-DEP-87,_T,2006,POP,_T,D,367156.0,87
2023-DEP-87,_T,1994,POP,_T,D,354744.0,87
2023-DEP-87,_T,2020,POP,_T,D,372123.0,87
2023-DEP-87,_T,1995,POP,_T,D,354518.0,87
2023-DEP-87,_T,2005,POP,_T,D,364879.0,87
2023-DEP-87,_T,2008,POP,_T,D,373940.0,87
2023-DEP-88,_T,2005,POP,_T,D,380266.0,88
2023-DEP-88,_T,2009,POP,_T,D,380192.0,88
2023-DEP-88,_T,2023,POP,_T,PROV,356433.0,88
2023-DEP-88,_T,1998,POP,_T,D,381791.0,88
2023-DEP-88,_T,2001,POP,_T,D,380956.0,88
2023-DEP-88,_T,1993,POP,_T,D,384459.0,88
2023-DEP-88,_T,2019,POP,_T,D,364499.0,88
2023-DEP-88,_T,1994,POP,_T,D,384282.0,88
2023-DEP-88,_T,2002,POP,_T,D,380879.0,88
2023-DEP-88,_T,1996,POP,_T,D,383701.0,88
2023-DEP-88,_T,1999,POP,_T,D,381154.0,88
2023-DEP-88,_T,2018,POP,_T,D,366112.0,88
2023-DEP-88,_T,2020,POP,_T,D,362397.0,88
2023-DEP-88,_T,2011,POP,_T,D,378830.0,88
2023-DEP-88,_T,2008,POP,_T,D,380145.0,88
2023-DEP-88,_T,2003,POP,_T,D,380639.0,88
2023-DEP-88,_T,2017,POP,_T,D,367673.0,88
2023-DEP-88,_T,2024,POP,_T,PROV,354450.0,88
2023-DEP-88,_T,2014,POP,_T,D,373560.0,88
2023-DEP-88,_T,2007,POP,_T,D,380304.0,88
2023-DEP-88,_T,1995,POP,_T,D,383907.0,88
2023-DEP-88,_T,2025,POP,_T,PROV,352304.0,88
2023-DEP-88,_T,2004,POP,_T,D,380392.0,88
2023-DEP-88,_T,2016,POP,_T,D,369641.0,88
2023-DEP-88,_T,2013,POP,_T,D,375226.0,88
2023-DEP-88,_T,2021,POP,_T,D,360673.0,88
2023-DEP-88,_T,1992,POP,_T,D,384768.0,88
2023-DEP-88,_T,2015,POP,_T,D,372016.0,88
2023-DEP-88,_T,2012,POP,_T,D,377282.0,88
2023-DEP-88,_T,1991,POP,_T,D,385065.0,88
2023-DEP-88,_T,1997,POP,_T,D,382949.0,88
2023-DEP-88,_T,2000,POP,_T,D,381027.0,88
2023-DEP-88,_T,2006,POP,_T,D,379975.0,88
2023-DEP-88,_T,2010,POP,_T,D,379724.0,88
2023-DEP-88,_T,1990,POP,_T,D,386128.0,88
2023-DEP-88,_T,2022,POP,_T,D,358700.0,88
2023-DEP-89,_T,2012,POP,_T,D,341902.0,89
2023-DEP-89,_T,2015,POP,_T,D,340903.0,89
2023-DEP-89,_T,2005,POP,_T,D,338983.0,89
2023-DEP-89,_T,2020,POP,_T,D,334156.0,89
2023-DEP-89,_T,1996,POP,_T,D,330730.0,89
2023-DEP-89,_T,2010,POP,_T,D,342510.0,89
2023-DEP-89,_T,2019,POP,_T,D,335707.0,89
2023-DEP-89,_T,2006,POP,_T,D,340088.0,89
2023-DEP-89,_T,2011,POP,_T,D,342463.0,89
2023-DEP-89,_T,1993,POP,_T,D,327739.0,89
2023-DEP-89,_T,2023,POP,_T,PROV,332690.0,89
2023-DEP-89,_T,2018,POP,_T,D,337504.0,89
2023-DEP-89,_T,1997,POP,_T,D,331697.0,89
2023-DEP-89,_T,2001,POP,_T,D,335056.0,89
2023-DEP-89,_T,1995,POP,_T,D,329784.0,89
2023-DEP-89,_T,2007,POP,_T,D,341418.0,89
2023-DEP-89,_T,2000,POP,_T,D,334026.0,89
2023-DEP-89,_T,2014,POP,_T,D,341814.0,89
2023-DEP-89,_T,1994,POP,_T,D,328907.0,89
2023-DEP-89,_T,1999,POP,_T,D,333206.0,89
2023-DEP-89,_T,2008,POP,_T,D,342359.0,89
2023-DEP-89,_T,2022,POP,_T,D,333896.0,89
2023-DEP-89,_T,1991,POP,_T,D,324623.0,89
2023-DEP-89,_T,2024,POP,_T,PROV,331845.0,89
2023-DEP-89,_T,2013,POP,_T,D,341483.0,89
2023-DEP-89,_T,2004,POP,_T,D,337724.0,89
2023-DEP-89,_T,2009,POP,_T,D,343377.0,89
2023-DEP-89,_T,2025,POP,_T,PROV,331131.0,89
2023-DEP-89,_T,1992,POP,_T,D,326242.0,89
2023-DEP-89,_T,2003,POP,_T,D,337029.0,89
2023-DEP-89,_T,1990,POP,_T,D,323118.0,89
2023-DEP-89,_T,2017,POP,_T,D,338291.0,89
2023-DEP-89,_T,2002,POP,_T,D,335963.0,89
2023-DEP-89,_T,2016,POP,_T,D,340544.0,89
2023-DEP-89,_T,2021,POP,_T,D,333385.0,89
2023-DEP-89,_T,1998,POP,_T,D,332773.0,89
2023-DEP-90,_T,2014,POP,_T,D,144334.0,90
2023-DEP-90,_T,2010,POP,_T,D,142911.0,90
2023-DEP-90,_T,2009,POP,_T,D,142461.0,90
2023-DEP-90,_T,2019,POP,_T,D,141318.0,90
2023-DEP-90,_T,2001,POP,_T,D,138513.0,90
2023-DEP-90,_T,2002,POP,_T,D,139034.0,90
2023-DEP-90,_T,2011,POP,_T,D,143348.0,90
2023-DEP-90,_T,2024,POP,_T,PROV,138987.0,90
2023-DEP-90,_T,1995,POP,_T,D,136592.0,90
2023-DEP-90,_T,1991,POP,_T,D,134439.0,90
2023-DEP-90,_T,1996,POP,_T,D,136975.0,90
2023-DEP-90,_T,2018,POP,_T,D,141852.0,90
2023-DEP-90,_T,1998,POP,_T,D,137234.0,90
2023-DEP-90,_T,1994,POP,_T,D,136140.0,90
2023-DEP-90,_T,1992,POP,_T,D,134892.0,90
2023-DEP-90,_T,2017,POP,_T,D,142622.0,90
2023-DEP-90,_T,2004,POP,_T,D,140157.0,90
2023-DEP-90,_T,2016,POP,_T,D,144089.0,90
2023-DEP-90,_T,2025,POP,_T,PROV,138419.0,90
2023-DEP-90,_T,2003,POP,_T,D,139550.0,90
2023-DEP-90,_T,1999,POP,_T,D,137397.0,90
2023-DEP-90,_T,2005,POP,_T,D,140672.0,90
2023-DEP-90,_T,2012,POP,_T,D,143940.0,90
2023-DEP-90,_T,1990,POP,_T,D,133978.0,90
2023-DEP-90,_T,2021,POP,_T,D,139654.0,90
2023-DEP-90,_T,2022,POP,_T,D,140082.0,90
2023-DEP-90,_T,2023,POP,_T,PROV,139526.0,90
2023-DEP-90,_T,2007,POP,_T,D,142444.0,90
2023-DEP-90,_T,2013,POP,_T,D,144318.0,90
2023-DEP-90,_T,2008,POP,_T,D,141958.0,90
2023-DEP-90,_T,2006,POP,_T,D,141201.0,90
2023-DEP-90,_T,2015,POP,_T,D,144483.0,90
2023-DEP-90,_T,1997,POP,_T,D,137155.0,90
2023-DEP-90,_T,1993,POP,_T,D,135510.0,90
2023-DEP-90,_T,2020,POP,_T,D,140120.0,90
2023-DEP-90,_T,2000,POP,_T,D,137898.0,90
2023-DEP-91,_T,1996,POP,_T,D,1131399.0,91
2023-DEP-91,_T,2018,POP,_T,D,1296641.0,91
2023-DEP-91,_T,2008,POP,_T,D,1205850.0,91
2023-DEP-91,_T,2022,POP,_T,D,1324546.0,91
2023-DEP-91,_T,2007,POP,_T,D,1201994.0,91
2023-DEP-91,_T,1998,POP,_T,D,1133653.0,91
2023-DEP-91,_T,1991,POP,_T,D,1093658.0,91
2023-DEP-91,_T,2014,POP,_T,D,1268228.0,91
2023-DEP-91,_T,2021,POP,_T,D,1313768.0,91
2023-DEP-91,_T,2020,POP,_T,D,1306118.0,91
2023-DEP-91,_T,2002,POP,_T,D,1160665.0,91
2023-DEP-91,_T,1999,POP,_T,D,1133836.0,91
2023-DEP-91,_T,2000,POP,_T,D,1142331.0,91
2023-DEP-91,_T,2006,POP,_T,D,1198273.0,91
2023-DEP-91,_T,2019,POP,_T,D,1301659.0,91
2023-DEP-91,_T,2015,POP,_T,D,1276233.0,91
2023-DEP-91,_T,2010,POP,_T,D,1215340.0,91
2023-DEP-91,_T,1992,POP,_T,D,1105974.0,91
2023-DEP-91,_T,1997,POP,_T,D,1131514.0,91
2023-DEP-91,_T,2001,POP,_T,D,1151521.0,91
2023-DEP-91,_T,1993,POP,_T,D,1115400.0,91
2023-DEP-91,_T,2016,POP,_T,D,1287330.0,91
2023-DEP-91,_T,2013,POP,_T,D,1253931.0,91
2023-DEP-91,_T,1990,POP,_T,D,1083245.0,91
2023-DEP-91,_T,2011,POP,_T,D,1225191.0,91
2023-DEP-91,_T,2004,POP,_T,D,1178214.0,91
2023-DEP-91,_T,2003,POP,_T,D,1169540.0,91
2023-DEP-91,_T,1995,POP,_T,D,1127647.0,91
2023-DEP-91,_T,2024,POP,_T,PROV,1337492.0,91
2023-DEP-91,_T,2012,POP,_T,D,1237507.0,91
2023-DEP-91,_T,2023,POP,_T,PROV,1331182.0,91
2023-DEP-91,_T,1994,POP,_T,D,1122103.0,91
2023-DEP-91,_T,2025,POP,_T,PROV,1343527.0,91
2023-DEP-91,_T,2005,POP,_T,D,1188351.0,91
2023-DEP-91,_T,2017,POP,_T,D,1296130.0,91
2023-DEP-91,_T,2009,POP,_T,D,1208004.0,91
2023-DEP-92,_T,2023,POP,_T,PROV,1653212.0,92
2023-DEP-92,_T,2020,POP,_T,D,1626213.0,92
2023-DEP-92,_T,2015,POP,_T,D,1601569.0,92
2023-DEP-92,_T,2001,POP,_T,D,1457738.0,92
2023-DEP-92,_T,2000,POP,_T,D,1442087.0,92
2023-DEP-92,_T,1996,POP,_T,D,1406949.0,92
2023-DEP-92,_T,2009,POP,_T,D,1561745.0,92
2023-DEP-92,_T,2019,POP,_T,D,1624357.0,92
2023-DEP-92,_T,1997,POP,_T,D,1412292.0,92
2023-DEP-92,_T,2010,POP,_T,D,1572490.0,92
2023-DEP-92,_T,2007,POP,_T,D,1544411.0,92
2023-DEP-92,_T,2013,POP,_T,D,1591403.0,92
2023-DEP-92,_T,2008,POP,_T,D,1549619.0,92
2023-DEP-92,_T,1995,POP,_T,D,1403081.0,92
2023-DEP-92,_T,2003,POP,_T,D,1488605.0,92
2023-DEP-92,_T,2006,POP,_T,D,1536100.0,92
2023-DEP-92,_T,1990,POP,_T,D,1389416.0,92
2023-DEP-92,_T,2012,POP,_T,D,1586434.0,92
2023-DEP-92,_T,1998,POP,_T,D,1419110.0,92
2023-DEP-92,_T,1999,POP,_T,D,1427888.0,92
2023-DEP-92,_T,1993,POP,_T,D,1395461.0,92
2023-DEP-92,_T,1991,POP,_T,D,1392369.0,92
2023-DEP-92,_T,2017,POP,_T,D,1609306.0,92
2023-DEP-92,_T,1992,POP,_T,D,1394910.0,92
2023-DEP-92,_T,2025,POP,_T,PROV,1663974.0,92
2023-DEP-92,_T,2018,POP,_T,D,1619120.0,92
2023-DEP-92,_T,2016,POP,_T,D,1603268.0,92
2023-DEP-92,_T,2022,POP,_T,D,1647435.0,92
2023-DEP-92,_T,2024,POP,_T,PROV,1658614.0,92
2023-DEP-92,_T,2005,POP,_T,D,1520106.0,92
2023-DEP-92,_T,2011,POP,_T,D,1581628.0,92
2023-DEP-92,_T,2002,POP,_T,D,1473080.0,92
2023-DEP-92,_T,1994,POP,_T,D,1399157.0,92
2023-DEP-92,_T,2014,POP,_T,D,1597770.0,92
2023-DEP-92,_T,2004,POP,_T,D,1503568.0,92
2023-DEP-92,_T,2021,POP,_T,D,1635291.0,92
2023-DEP-93,_T,2004,POP,_T,D,1458081.0,93
2023-DEP-93,_T,2024,POP,_T,PROV,1702158.0,93
2023-DEP-93,_T,2012,POP,_T,D,1538726.0,93
2023-DEP-93,_T,2018,POP,_T,D,1632677.0,93
2023-DEP-93,_T,1992,POP,_T,D,1384908.0,93
2023-DEP-93,_T,2002,POP,_T,D,1427204.0,93
2023-DEP-93,_T,2003,POP,_T,D,1442929.0,93
2023-DEP-93,_T,2022,POP,_T,D,1681725.0,93
2023-DEP-93,_T,2017,POP,_T,D,1623111.0,93
2023-DEP-93,_T,1990,POP,_T,D,1378576.0,93
2023-DEP-93,_T,2001,POP,_T,D,1411789.0,93
2023-DEP-93,_T,2020,POP,_T,D,1655422.0,93
2023-DEP-93,_T,2008,POP,_T,D,1506466.0,93
2023-DEP-93,_T,1996,POP,_T,D,1389668.0,93
2023-DEP-93,_T,2011,POP,_T,D,1529928.0,93
2023-DEP-93,_T,2025,POP,_T,PROV,1711876.0,93
2023-DEP-93,_T,2007,POP,_T,D,1502340.0,93
2023-DEP-93,_T,1991,POP,_T,D,1380953.0,93
2023-DEP-93,_T,2021,POP,_T,D,1668670.0,93
2023-DEP-93,_T,1999,POP,_T,D,1383319.0,93
2023-DEP-93,_T,1998,POP,_T,D,1386023.0,93
2023-DEP-93,_T,2000,POP,_T,D,1396942.0,93
2023-DEP-93,_T,2023,POP,_T,PROV,1692115.0,93
2023-DEP-93,_T,2015,POP,_T,D,1592663.0,93
2023-DEP-93,_T,2016,POP,_T,D,1606660.0,93
2023-DEP-93,_T,1995,POP,_T,D,1389976.0,93
2023-DEP-93,_T,1994,POP,_T,D,1389787.0,93
2023-DEP-93,_T,1997,POP,_T,D,1388804.0,93
2023-DEP-93,_T,2019,POP,_T,D,1644903.0,93
2023-DEP-93,_T,1993,POP,_T,D,1387427.0,93
2023-DEP-93,_T,2005,POP,_T,D,1474920.0,93
2023-DEP-93,_T,2014,POP,_T,D,1571028.0,93
2023-DEP-93,_T,2009,POP,_T,D,1515983.0,93
2023-DEP-93,_T,2013,POP,_T,D,1552482.0,93
2023-DEP-93,_T,2010,POP,_T,D,1522048.0,93
2023-DEP-93,_T,2006,POP,_T,D,1491970.0,93
2023-DEP-94,_T,2000,POP,_T,D,1236443.0,94
2023-DEP-94,_T,1997,POP,_T,D,1222429.0,94
2023-DEP-94,_T,2003,POP,_T,D,1266690.0,94
2023-DEP-94,_T,2006,POP,_T,D,1298340.0,94
2023-DEP-94,_T,2015,POP,_T,D,1372389.0,94
2023-DEP-94,_T,2001,POP,_T,D,1246724.0,94
2023-DEP-94,_T,1993,POP,_T,D,1221158.0,94
2023-DEP-94,_T,2004,POP,_T,D,1276157.0,94
2023-DEP-94,_T,1998,POP,_T,D,1225473.0,94
2023-DEP-94,_T,2010,POP,_T,D,1327732.0,94
2023-DEP-94,_T,2011,POP,_T,D,1333702.0,94
2023-DEP-94,_T,2014,POP,_T,D,1365039.0,94
2023-DEP-94,_T,2021,POP,_T,D,1415367.0,94
2023-DEP-94,_T,2013,POP,_T,D,1354005.0,94
2023-DEP-94,_T,1994,POP,_T,D,1222214.0,94
2023-DEP-94,_T,1995,POP,_T,D,1221918.0,94
2023-DEP-94,_T,2017,POP,_T,D,1387926.0,94
2023-DEP-94,_T,2023,POP,_T,PROV,1422186.0,94
2023-DEP-94,_T,2018,POP,_T,D,1396913.0,94
2023-DEP-94,_T,2009,POP,_T,D,1318537.0,94
2023-DEP-94,_T,2020,POP,_T,D,1407972.0,94
2023-DEP-94,_T,2007,POP,_T,D,1302889.0,94
2023-DEP-94,_T,2012,POP,_T,D,1341831.0,94
2023-DEP-94,_T,1996,POP,_T,D,1221145.0,94
2023-DEP-94,_T,2024,POP,_T,PROV,1424361.0,94
2023-DEP-94,_T,1999,POP,_T,D,1227030.0,94
2023-DEP-94,_T,2008,POP,_T,D,1310876.0,94
2023-DEP-94,_T,1992,POP,_T,D,1218450.0,94
2023-DEP-94,_T,2019,POP,_T,D,1407124.0,94
2023-DEP-94,_T,2025,POP,_T,PROV,1426433.0,94
2023-DEP-94,_T,2005,POP,_T,D,1287350.0,94
2023-DEP-94,_T,2016,POP,_T,D,1378151.0,94
2023-DEP-94,_T,1991,POP,_T,D,1215154.0,94
2023-DEP-94,_T,2022,POP,_T,D,1419531.0,94
2023-DEP-94,_T,2002,POP,_T,D,1256515.0,94
2023-DEP-94,_T,1990,POP,_T,D,1213446.0,94
2023-DEP-95,_T,2009,POP,_T,D,1168892.0,95
2023-DEP-95,_T,2003,POP,_T,D,1133014.0,95
2023-DEP-95,_T,2004,POP,_T,D,1140328.0,95
2023-DEP-95,_T,2025,POP,_T,PROV,1287589.0,95
2023-DEP-95,_T,1991,POP,_T,D,1057350.0,95
2023-DEP-95,_T,1997,POP,_T,D,1100050.0,95
2023-DEP-95,_T,2020,POP,_T,D,1251804.0,95
2023-DEP-95,_T,2001,POP,_T,D,1118301.0,95
2023-DEP-95,_T,2008,POP,_T,D,1165397.0,95
2023-DEP-95,_T,2012,POP,_T,D,1187081.0,95
2023-DEP-95,_T,2013,POP,_T,D,1194681.0,95
2023-DEP-95,_T,2019,POP,_T,D,1249674.0,95
2023-DEP-95,_T,2000,POP,_T,D,1111072.0,95
2023-DEP-95,_T,2011,POP,_T,D,1180365.0,95
2023-DEP-95,_T,1993,POP,_T,D,1076500.0,95
2023-DEP-95,_T,2006,POP,_T,D,1157052.0,95
2023-DEP-95,_T,2016,POP,_T,D,1221923.0,95
2023-DEP-95,_T,1995,POP,_T,D,1090916.0,95
2023-DEP-95,_T,2024,POP,_T,PROV,1282581.0,95
2023-DEP-95,_T,1994,POP,_T,D,1082848.0,95
2023-DEP-95,_T,2018,POP,_T,D,1238581.0,95
2023-DEP-95,_T,1999,POP,_T,D,1104533.0,95
2023-DEP-95,_T,2022,POP,_T,D,1270845.0,95
2023-DEP-95,_T,2010,POP,_T,D,1171161.0,95
2023-DEP-95,_T,1996,POP,_T,D,1097809.0,95
2023-DEP-95,_T,2002,POP,_T,D,1125740.0,95
2023-DEP-95,_T,2017,POP,_T,D,1228618.0,95
2023-DEP-95,_T,2015,POP,_T,D,1215390.0,95
2023-DEP-95,_T,2021,POP,_T,D,1256607.0,95
2023-DEP-95,_T,2005,POP,_T,D,1148764.0,95
2023-DEP-95,_T,2007,POP,_T,D,1160721.0,95
2023-DEP-95,_T,1998,POP,_T,D,1100782.0,95
2023-DEP-95,_T,1992,POP,_T,D,1067699.0,95
2023-DEP-95,_T,1990,POP,_T,D,1047553.0,95
2023-DEP-95,_T,2014,POP,_T,D,1205539.0,95
2023-DEP-95,_T,2023,POP,_T,PROV,1277071.0,95
2023-DEP-971,_T,2017,POP,_T,D,390253.0,971
2023-DEP-971,_T,2003,POP,_T,D,394881.0,971
2023-DEP-971,_T,1991,POP,_T,D,354536.0,971
2023-DEP-971,_T,2007,POP,_T,D,400584.0,971
2023-DEP-971,_T,2025,POP,_T,PROV,380387.0,971
2023-DEP-971,_T,2009,POP,_T,D,401554.0,971
2023-DEP-971,_T,1992,POP,_T,D,357482.0,971
2023-DEP-971,_T,2008,POP,_T,D,401784.0,971
2023-DEP-971,_T,2020,POP,_T,D,383559.0,971
2023-DEP-971,_T,2022,POP,_T,D,383569.0,971
2023-DEP-971,_T,2024,POP,_T,PROV,381909.0,971
2023-DEP-971,_T,2010,POP,_T,D,403355.0,971
2023-DEP-971,_T,1999,POP,_T,D,385609.0,971
2023-DEP-971,_T,1995,POP,_T,D,367867.0,971
2023-DEP-971,_T,1998,POP,_T,D,380738.0,971
2023-DEP-971,_T,1990,POP,_T,D,351844.0,971
2023-DEP-971,_T,2011,POP,_T,D,404635.0,971
2023-DEP-971,_T,2002,POP,_T,D,393024.0,971
2023-DEP-971,_T,1997,POP,_T,D,376164.0,971
2023-DEP-971,_T,2018,POP,_T,D,387629.0,971
2023-DEP-971,_T,1993,POP,_T,D,360681.0,971
2023-DEP-971,_T,2005,POP,_T,D,399178.0,971
2023-DEP-971,_T,1996,POP,_T,D,371873.0,971
2023-DEP-971,_T,2001,POP,_T,D,390672.0,971
2023-DEP-971,_T,2021,POP,_T,D,384315.0,971
2023-DEP-971,_T,2006,POP,_T,D,400736.0,971
2023-DEP-971,_T,2012,POP,_T,D,403314.0,971
2023-DEP-971,_T,2013,POP,_T,D,402119.0,971
2023-DEP-971,_T,1994,POP,_T,D,364140.0,971
2023-DEP-971,_T,2023,POP,_T,PROV,382733.0,971
2023-DEP-971,_T,2000,POP,_T,D,388045.0,971
2023-DEP-971,_T,2004,POP,_T,D,396992.0,971
2023-DEP-971,_T,2014,POP,_T,D,400186.0,971
2023-DEP-971,_T,2016,POP,_T,D,394110.0,971
2023-DEP-971,_T,2015,POP,_T,D,397990.0,971
2023-DEP-971,_T,2019,POP,_T,D,384239.0,971
2023-DEP-972,_T,2020,POP,_T,D,361225.0,972
2023-DEP-972,_T,2012,POP,_T,D,388364.0,972
2023-DEP-972,_T,2004,POP,_T,D,393852.0,972
2023-DEP-972,_T,1996,POP,_T,D,370818.0,972
2023-DEP-972,_T,1994,POP,_T,D,365554.0,972
2023-DEP-972,_T,1990,POP,_T,D,358406.0,972
2023-DEP-972,_T,1993,POP,_T,D,363344.0,972
2023-DEP-972,_T,2009,POP,_T,D,396404.0,972
2023-DEP-972,_T,2023,POP,_T,PROV,359202.0,972
2023-DEP-972,_T,1991,POP,_T,D,359774.0,972
2023-DEP-972,_T,2005,POP,_T,D,395982.0,972
2023-DEP-972,_T,2002,POP,_T,D,389302.0,972
2023-DEP-972,_T,2018,POP,_T,D,368783.0,972
2023-DEP-972,_T,2010,POP,_T,D,394173.0,972
2023-DEP-972,_T,1999,POP,_T,D,380863.0,972
2023-DEP-972,_T,2008,POP,_T,D,397693.0,972
2023-DEP-972,_T,2017,POP,_T,D,372594.0,972
2023-DEP-972,_T,2011,POP,_T,D,392291.0,972
2023-DEP-972,_T,2016,POP,_T,D,376480.0,972
2023-DEP-972,_T,2006,POP,_T,D,397732.0,972
2023-DEP-972,_T,1992,POP,_T,D,361420.0,972
2023-DEP-972,_T,1997,POP,_T,D,373873.0,972
2023-DEP-972,_T,2025,POP,_T,PROV,355459.0,972
2023-DEP-972,_T,1995,POP,_T,D,368045.0,972
2023-DEP-972,_T,2000,POP,_T,D,383575.0,972
2023-DEP-972,_T,2019,POP,_T,D,364508.0,972
2023-DEP-972,_T,2024,POP,_T,PROV,357590.0,972
2023-DEP-972,_T,2001,POP,_T,D,386542.0,972
2023-DEP-972,_T,2014,POP,_T,D,383911.0,972
2023-DEP-972,_T,2022,POP,_T,D,361019.0,972
2023-DEP-972,_T,2021,POP,_T,D,360749.0,972
2023-DEP-972,_T,2003,POP,_T,D,391676.0,972
2023-DEP-972,_T,2013,POP,_T,D,385551.0,972
2023-DEP-972,_T,2007,POP,_T,D,397730.0,972
2023-DEP-972,_T,2015,POP,_T,D,380877.0,972
2023-DEP-972,_T,1998,POP,_T,D,377221.0,972
2023-DEP-973,_T,2002,POP,_T,D,176638.0,973
2023-DEP-973,_T,1995,POP,_T,D,134968.0,973
2023-DEP-973,_T,1990,POP,_T,D,113351.0,973
2023-DEP-973,_T,2017,POP,_T,D,268700.0,973
2023-DEP-973,_T,1992,POP,_T,D,121469.0,973
2023-DEP-973,_T,1991,POP,_T,D,117327.0,973
2023-DEP-973,_T,2011,POP,_T,D,237549.0,973
