dimensions.GEO,dimensions.SEX,population_annee,dimensions.EP_MEASURE,dimensions.AGE,attributes.OBS_STATUS_FR,population,code_dep_population
2023-DEP-973,_T,2006,POP,_T,D,205954.0,973
2023-DEP-973,_T,2013,POP,_T,D,244118.0,973
2023-DEP-973,_T,2022,POP,_T,D,288382.0,973
2023-DEP-973,_T,2004,POP,_T,D,193167.0,973
2023-DEP-973,_T,2008,POP,_T,D,219266.0,973
2023-DEP-973,_T,1993,POP,_T,D,125786.0,973
2023-DEP-973,_T,2021,POP,_T,D,286618.0,973
2023-DEP-973,_T,2010,POP,_T,D,229040.0,973
2023-DEP-973,_T,1996,POP,_T,D,139848.0,973
2023-DEP-973,_T,2007,POP,_T,D,213031.0,973
2023-DEP-973,_T,2015,POP,_T,D,259865.0,973
2023-DEP-973,_T,1998,POP,_T,D,150242.0,973
2023-DEP-973,_T,2023,POP,_T,PROV,290110.0,973
2023-DEP-973,_T,2016,POP,_T,D,269352.0,973
2023-DEP-973,_T,2020,POP,_T,D,285133.0,973
2023-DEP-973,_T,1997,POP,_T,D,144937.0,973
2023-DEP-973,_T,2000,POP,_T,D,162018.0,973
2023-DEP-973,_T,2024,POP,_T,PROV,291774.0,973
2023-DEP-973,_T,2014,POP,_T,D,252338.0,973
2023-DEP-973,_T,2018,POP,_T,D,276128.0,973
2023-DEP-973,_T,2001,POP,_T,D,168614.0,973
2023-DEP-973,_T,2012,POP,_T,D,239648.0,973
2023-DEP-973,_T,2005,POP,_T,D,199206.0,973
2023-DEP-973,_T,1994,POP,_T,D,130282.0,973
2023-DEP-973,_T,2003,POP,_T,D,184792.0,973
2023-DEP-973,_T,1999,POP,_T,D,155760.0,973
2023-DEP-973,_T,2009,POP,_T,D,224469.0,973
2023-DEP-973,_T,2025,POP,_T,PROV,292354.0,973
2023-DEP-973,_T,2019,POP,_T,D,281678.0,973
2023-DEP-974,_T,2019,POP,_T,D,861210.0,974
2023-DEP-974,_T,1993,POP,_T,D,633030.0,974
2023-DEP-974,_T,1990,POP,_T,D,597828.0,974
2023-DEP-974,_T,2012,POP,_T,D,833944.0,974
2023-DEP-974,_T,2015,POP,_T,D,850727.0,974
2023-DEP-974,_T,2021,POP,_T,D,871157.0,974
2023-DEP-974,_T,1995,POP,_T,D,657162.0,974
2023-DEP-974,_T,2018,POP,_T,D,855961.0,974
2023-DEP-974,_T,2024,POP,_T,PROV,892102.0,974
2023-DEP-974,_T,2006,POP,_T,D,781962.0,974
2023-DEP-974,_T,2017,POP,_T,D,853659.0,974
2023-DEP-974,_T,1992,POP,_T,D,620333.0,974
2023-DEP-974,_T,2025,POP,_T,PROV,896175.0,974
2023-DEP-974,_T,2007,POP,_T,D,794107.0,974
2023-DEP-974,_T,2008,POP,_T,D,808250.0,974
2023-DEP-974,_T,1994,POP,_T,D,645093.0,974
2023-DEP-974,_T,2022,POP,_T,D,881348.0,974
2023-DEP-974,_T,2002,POP,_T,D,740207.0,974
2023-DEP-974,_T,1996,POP,_T,D,668915.0,974
2023-DEP-974,_T,2010,POP,_T,D,821136.0,974
2023-DEP-974,_T,2004,POP,_T,D,761630.0,974
2023-DEP-974,_T,1997,POP,_T,D,680185.0,974
2023-DEP-974,_T,1991,POP,_T,D,607837.0,974
2023-DEP-974,_T,2020,POP,_T,D,863083.0,974
2023-DEP-974,_T,2016,POP,_T,D,852924.0,974
2023-DEP-974,_T,2003,POP,_T,D,750840.0,974
2023-DEP-974,_T,2001,POP,_T,D,729010.0,974
2023-DEP-974,_T,2013,POP,_T,D,835103.0,974
2023-DEP-974,_T,2011,POP,_T,D,828581.0,974
2023-DEP-974,_T,2005,POP,_T,D,772907.0,974
2023-DEP-974,_T,2023,POP,_T,PROV,886453.0,974
2023-DEP-974,_T,1998,POP,_T,D,692184.0,974
2023-DEP-974,_T,2009,POP,_T,D,816364.0,974
2023-DEP-974,_T,1999,POP,_T,D,703820.0,974
2023-DEP-974,_T,2014,POP,_T,D,842767.0,974
2023-DEP-974,_T,2000,POP,_T,D,716314.0,974
