dtreffre,numdep,nomdep,numregi,nomregi,ars_type,indfoy_ars,indmtt_ars,lieures
2019,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux plein,4045,2549570.0,NOUVELLE AQUITAINE/CREUSE
2019,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,91,30063.0,NOUVELLE AQUITAINE/CREUSE
2021,19,CORREZE,75,NOUVELLE AQUITAINE,ARS à taux plein,8768,5597846.0,NOUVELLE AQUITAINE/CORREZE
2021,22,COTES D ARMOR,53,BRETAGNE,ARS à taux différentiel,563,219979.0,BRETAGNE/COTES D ARMOR
2021,29,FINISTERE,53,BRETAGNE,ARS à taux plein,1,1185.0,BRETAGNE/FINISTERE
2021,2B,HAUTE CORSE,94,CORSE,ARS à taux plein,7152,4104956.0,CORSE/HAUTE CORSE
2021,36,INDRE,24,CENTRE VAL DE LOIRE,ARS à taux plein,1,744.0,CENTRE VAL DE LOIRE/INDRE
2021,44,LOIRE ATLANTIQUE,52,PAYS DE LA LOIRE,ARS à taux différentiel,1257,472170.0,PAYS DE LA LOIRE/LOIRE ATLANTIQUE
2021,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,245,82327.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2021,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux plein,33494,22832868.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2021,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux différentiel,858,327861.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2021,72,SARTHE,52,PAYS DE LA LOIRE,ARS à taux plein,1,765.0,PAYS DE LA LOIRE/SARTHE
2021,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,16128,10402872.0,AUVERGNE RHONE ALPES/SAVOIE
2021,74,HAUTE SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,23405,15104178.0,AUVERGNE RHONE ALPES/HAUTE SAVOIE
2021,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux plein,49386,32622728.0,ILE DE FRANCE/HAUTS DE SEINE
2021,973,GUYANE,03,GUYANE,ARS à taux différentiel,107,34023.0,GUYANE/GUYANE
2021,974,LA REUNION,04,LA REUNION,ARS à taux plein,78849,49954419.0,LA REUNION/LA REUNION
2020,12,AVEYRON,76,OCCITANIE,ARS à taux plein,9290,7436914.0,OCCITANIE/AVEYRON
2020,13,BOUCHES DU RHONE,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,1514,680325.0,PROVENCE ALPES COTE D AZUR/BOUCHES DU RHONE
2020,17,CHARENTE MARITIME,75,NOUVELLE AQUITAINE,ARS à taux plein,26770,20761803.0,NOUVELLE AQUITAINE/CHARENTE MARITIME
2020,21,COTE D OR,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,19222,15674160.0,BOURGOGNE FRANCHE COMTE/COTE D OR
2020,22,COTES D ARMOR,53,BRETAGNE,ARS à taux plein,1,472.0,BRETAGNE/COTES D ARMOR
2020,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux plein,4033,3203195.0,NOUVELLE AQUITAINE/CREUSE
2020,28,EURE ET LOIR,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,488,239430.0,CENTRE VAL DE LOIRE/EURE ET LOIR
2020,29,FINISTERE,53,BRETAGNE,ARS à taux différentiel,947,468422.0,BRETAGNE/FINISTERE
2020,31,HAUTE GARONNE,76,OCCITANIE,ARS à taux plein,56479,44984428.0,OCCITANIE/HAUTE GARONNE
2020,31,HAUTE GARONNE,76,OCCITANIE,ARS à taux plein,1,493.0,OCCITANIE/HAUTE GARONNE
2020,34,HERAULT,76,OCCITANIE,ARS à taux différentiel,907,399596.0,OCCITANIE/HERAULT
2020,35,ILLE ET VILAINE,53,BRETAGNE,ARS à taux différentiel,1225,595573.0,BRETAGNE/ILLE ET VILAINE
2020,50,MANCHE,28,NORMANDIE,ARS à taux plein,18217,14911967.0,NORMANDIE/MANCHE
2020,58,NIEVRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,8096,6439977.0,BOURGOGNE FRANCHE COMTE/NIEVRE
2020,59,NORD,32,HAUTS DE FRANCE,ARS à taux plein,133440,115036227.0,HAUTS DE FRANCE/NORD
2020,64,PYRENEES ATLANTIQUES,75,NOUVELLE AQUITAINE,ARS à taux plein,25118,19498355.0,NOUVELLE AQUITAINE/PYRENEES ATLANTIQUES
2020,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux plein,3,3402.0,OCCITANIE/PYRENEES ORIENTALES
2020,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,253,113963.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2020,74,HAUTE SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,1,965.0,AUVERGNE RHONE ALPES/HAUTE SAVOIE
2020,75,PARIS,11,ILE DE FRANCE,ARS à taux différentiel,795,372057.0,ILE DE FRANCE/PARIS
2020,77,SEINE ET MARNE,11,ILE DE FRANCE,ARS à taux plein,65559,55973181.0,ILE DE FRANCE/SEINE ET MARNE
2020,79,DEUX SEVRES,75,NOUVELLE AQUITAINE,ARS à taux différentiel,459,225545.0,NOUVELLE AQUITAINE/DEUX SEVRES
2020,82,TARN ET GARONNE,76,OCCITANIE,ARS à taux différentiel,268,118607.0,OCCITANIE/TARN ET GARONNE
2020,84,VAUCLUSE,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,548,234420.0,PROVENCE ALPES COTE D AZUR/VAUCLUSE
2020,88,VOSGES,44,GRAND EST,ARS à taux différentiel,336,156556.0,GRAND EST/VOSGES
2020,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux différentiel,933,445684.0,ILE DE FRANCE/HAUTS DE SEINE
2020,972,MARTINIQUE,02,MARTINIQUE,ARS à taux différentiel,249,106552.0,MARTINIQUE/MARTINIQUE
2020,974,LA REUNION,04,LA REUNION,ARS à taux différentiel,653,283876.0,LA REUNION/LA REUNION
2019,02,AISNE,32,HAUTS DE FRANCE,ARS à taux différentiel,466,168902.0,HAUTS DE FRANCE/AISNE
2019,2A,CORSE DU SUD,94,CORSE,ARS à taux différentiel,94,31211.0,CORSE/CORSE DU SUD
2019,2B,HAUTE CORSE,94,CORSE,ARS à taux plein,7208,4104970.0,CORSE/HAUTE CORSE
2019,30,GARD,76,OCCITANIE,ARS à taux plein,38782,24613360.0,OCCITANIE/GARD
2019,34,HERAULT,76,OCCITANIE,ARS à taux différentiel,770,274740.0,OCCITANIE/HERAULT
2019,41,LOIR ET CHER,24,CENTRE VAL DE LOIRE,ARS à taux plein,13741,9099041.0,CENTRE VAL DE LOIRE/LOIR ET CHER
2019,45,LOIRET,24,CENTRE VAL DE LOIRE,ARS à taux plein,31516,21419823.0,CENTRE VAL DE LOIRE/LOIRET
2019,46,LOT,76,OCCITANIE,ARS à taux plein,6542,4001401.0,OCCITANIE/LOT
2019,46,LOT,76,OCCITANIE,ARS à taux différentiel,114,45510.0,OCCITANIE/LOT
2019,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux plein,33700,22821356.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2019,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux différentiel,936,360702.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2019,50,MANCHE,28,NORMANDIE,ARS à taux plein,18631,12053737.0,NORMANDIE/MANCHE
2019,51,MARNE,44,GRAND EST,ARS à taux différentiel,351,121949.0,GRAND EST/MARNE
2019,52,HAUTE MARNE,44,GRAND EST,ARS à taux différentiel,122,47026.0,GRAND EST/HAUTE MARNE
2019,54,MEURTHE ET MOSELLE,44,GRAND EST,ARS à taux plein,29188,18966530.0,GRAND EST/MEURTHE ET MOSELLE
2019,56,MORBIHAN,53,BRETAGNE,ARS à taux différentiel,724,264758.0,BRETAGNE/MORBIHAN
2019,60,OISE,32,HAUTS DE FRANCE,ARS à taux plein,38977,26164893.0,HAUTS DE FRANCE/OISE
2019,61,ORNE,28,NORMANDIE,ARS à taux plein,11601,7721094.0,NORMANDIE/ORNE
2019,65,HAUTES PYRENEES,76,OCCITANIE,ARS à taux plein,9571,5924224.0,OCCITANIE/HAUTES PYRENEES
2019,65,HAUTES PYRENEES,76,OCCITANIE,ARS à taux différentiel,160,58433.0,OCCITANIE/HAUTES PYRENEES
2019,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux différentiel,336,118269.0,OCCITANIE/PYRENEES ORIENTALES
2019,67,BAS RHIN,44,GRAND EST,ARS à taux plein,44599,29625415.0,GRAND EST/BAS RHIN
2019,67,BAS RHIN,44,GRAND EST,ARS à taux différentiel,718,261880.0,GRAND EST/BAS RHIN
2019,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,222,77818.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2019,71,SAONE ET LOIRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,442,157102.0,BOURGOGNE FRANCHE COMTE/SAONE ET LOIRE
2019,74,HAUTE SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,22964,14732360.0,AUVERGNE RHONE ALPES/HAUTE SAVOIE
2019,76,SEINE MARITIME,28,NORMANDIE,ARS à taux différentiel,1025,368043.0,NORMANDIE/SEINE MARITIME
2019,81,TARN,76,OCCITANIE,ARS à taux différentiel,320,112506.0,OCCITANIE/TARN
2019,83,VAR,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,746,259703.0,PROVENCE ALPES COTE D AZUR/VAR
2019,88,VOSGES,44,GRAND EST,ARS à taux plein,16014,10385929.0,GRAND EST/VOSGES
2019,90,TERRITOIRE DE BELFORT,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,97,40150.0,BOURGOGNE FRANCHE COMTE/TERRITOIRE DE BELFORT
2019,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux différentiel,778,279929.0,ILE DE FRANCE/HAUTS DE SEINE
2019,93,SEINE SAINT DENIS,11,ILE DE FRANCE,ARS à taux plein,109718,75430126.0,ILE DE FRANCE/SEINE SAINT DENIS
2019,93,SEINE SAINT DENIS,11,ILE DE FRANCE,ARS à taux différentiel,1087,424895.0,ILE DE FRANCE/SEINE SAINT DENIS
2019,94,VAL DE MARNE,11,ILE DE FRANCE,ARS à taux différentiel,816,311360.0,ILE DE FRANCE/VAL DE MARNE
2019,974,LA REUNION,04,LA REUNION,ARS à taux plein,79467,49956557.0,LA REUNION/LA REUNION
2018,01,AIN,84,AUVERGNE RHONE ALPES,ARS à taux plein,24004,16065008.0,AUVERGNE RHONE ALPES/AIN
2018,01,AIN,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,541,210475.0,AUVERGNE RHONE ALPES/AIN
2018,02,AISNE,32,HAUTS DE FRANCE,ARS à taux différentiel,469,171303.0,HAUTS DE FRANCE/AISNE
2018,05,HAUTES ALPES,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,5911,3585053.0,PROVENCE ALPES COTE D AZUR/HAUTES ALPES
2018,05,HAUTES ALPES,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,114,41107.0,PROVENCE ALPES COTE D AZUR/HAUTES ALPES
2018,08,ARDENNES,44,GRAND EST,ARS à taux différentiel,212,82831.0,GRAND EST/ARDENNES
2018,09,ARIEGE,76,OCCITANIE,ARS à taux plein,7187,4397495.0,OCCITANIE/ARIEGE
2018,10,AUBE,44,GRAND EST,ARS à taux plein,14662,9671860.0,GRAND EST/AUBE
2018,13,BOUCHES DU RHONE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,101965,64649069.0,PROVENCE ALPES COTE D AZUR/BOUCHES DU RHONE
2018,13,BOUCHES DU RHONE,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,1311,474033.0,PROVENCE ALPES COTE D AZUR/BOUCHES DU RHONE
2018,14,CALVADOS,28,NORMANDIE,ARS à taux différentiel,636,225572.0,NORMANDIE/CALVADOS
2018,15,CANTAL,84,AUVERGNE RHONE ALPES,ARS à taux plein,4573,2839758.0,AUVERGNE RHONE ALPES/CANTAL
2018,16,CHARENTE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,245,81144.0,NOUVELLE AQUITAINE/CHARENTE
2018,17,CHARENTE MARITIME,75,NOUVELLE AQUITAINE,ARS à taux plein,27232,16554362.0,NOUVELLE AQUITAINE/CHARENTE MARITIME
2018,18,CHER,24,CENTRE VAL DE LOIRE,ARS à taux plein,12938,8316548.0,CENTRE VAL DE LOIRE/CHER
2018,22,COTES D ARMOR,53,BRETAGNE,ARS à taux plein,22719,14778403.0,BRETAGNE/COTES D ARMOR
2018,22,COTES D ARMOR,53,BRETAGNE,ARS à taux différentiel,564,218120.0,BRETAGNE/COTES D ARMOR
2018,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,67,22999.0,NOUVELLE AQUITAINE/CREUSE
2018,27,EURE,28,NORMANDIE,ARS à taux plein,28988,19099421.0,NORMANDIE/EURE
2018,28,EURE ET LOIR,24,CENTRE VAL DE LOIRE,ARS à taux plein,19352,13179846.0,CENTRE VAL DE LOIRE/EURE ET LOIR
2018,29,FINISTERE,53,BRETAGNE,ARS à taux plein,33269,21112270.0,BRETAGNE/FINISTERE
2018,2A,CORSE DU SUD,94,CORSE,ARS à taux plein,5763,3330331.0,CORSE/CORSE DU SUD
2018,30,GARD,76,OCCITANIE,ARS à taux plein,38883,24475005.0,OCCITANIE/GARD
2018,31,HAUTE GARONNE,76,OCCITANIE,ARS à taux différentiel,847,301737.0,OCCITANIE/HAUTE GARONNE
2018,32,GERS,76,OCCITANIE,ARS à taux plein,7090,4422427.0,OCCITANIE/GERS
2018,32,GERS,76,OCCITANIE,ARS à taux différentiel,150,49618.0,OCCITANIE/GERS
2018,34,HERAULT,76,OCCITANIE,ARS à taux plein,57597,35549418.0,OCCITANIE/HERAULT
2018,35,ILLE ET VILAINE,53,BRETAGNE,ARS à taux plein,40541,26344800.0,BRETAGNE/ILLE ET VILAINE
2018,48,LOZERE,76,OCCITANIE,ARS à taux différentiel,73,26620.0,OCCITANIE/LOZERE
2018,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux plein,34232,23077767.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2018,50,MANCHE,28,NORMANDIE,ARS à taux plein,18663,12130250.0,NORMANDIE/MANCHE
2018,53,MAYENNE,52,PAYS DE LA LOIRE,ARS à taux plein,11551,8063482.0,PAYS DE LA LOIRE/MAYENNE
2018,55,MEUSE,44,GRAND EST,ARS à taux plein,7786,5117973.0,GRAND EST/MEUSE
2018,59,NORD,32,HAUTS DE FRANCE,ARS à taux plein,135808,91908119.0,HAUTS DE FRANCE/NORD
2018,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux plein,81592,54595270.0,HAUTS DE FRANCE/PAS DE CALAIS
2018,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux plein,25496,16022068.0,AUVERGNE RHONE ALPES/PUY DE DOME
2018,76,SEINE MARITIME,28,NORMANDIE,ARS à taux différentiel,982,366295.0,NORMANDIE/SEINE MARITIME
2018,90,TERRITOIRE DE BELFORT,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,97,35283.0,BOURGOGNE FRANCHE COMTE/TERRITOIRE DE BELFORT
2018,91,ESSONNE,11,ILE DE FRANCE,ARS à taux différentiel,871,326312.0,ILE DE FRANCE/ESSONNE
2018,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux différentiel,770,276526.0,ILE DE FRANCE/HAUTS DE SEINE
2017,01,AIN,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,501,180730.0,AUVERGNE RHONE ALPES/AIN
2017,02,AISNE,32,HAUTS DE FRANCE,ARS à taux plein,28702,19018116.0,HAUTS DE FRANCE/AISNE
2017,02,AISNE,32,HAUTS DE FRANCE,ARS à taux différentiel,450,159733.0,HAUTS DE FRANCE/AISNE
2017,04,ALPES DE HAUTE PROVENCE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,7395,4468054.0,PROVENCE ALPES COTE D AZUR/ALPES DE HAUTE PROVENCE
2017,06,ALPES MARITIMES,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,45279,26962037.0,PROVENCE ALPES COTE D AZUR/ALPES MARITIMES
2017,09,ARIEGE,76,OCCITANIE,ARS à taux plein,7211,4352426.0,OCCITANIE/ARIEGE
2017,09,ARIEGE,76,OCCITANIE,ARS à taux différentiel,123,43539.0,OCCITANIE/ARIEGE
2017,10,AUBE,44,GRAND EST,ARS à taux plein,14793,9647368.0,GRAND EST/AUBE
2017,10,AUBE,44,GRAND EST,ARS à taux différentiel,250,89106.0,GRAND EST/AUBE
2017,11,AUDE,76,OCCITANIE,ARS à taux plein,19287,11848197.0,OCCITANIE/AUDE
2017,30,GARD,76,OCCITANIE,ARS à taux différentiel,546,187560.0,OCCITANIE/GARD
2017,32,GERS,76,OCCITANIE,ARS à taux plein,7199,4420162.0,OCCITANIE/GERS
2017,34,HERAULT,76,OCCITANIE,ARS à taux différentiel,760,259450.0,OCCITANIE/HERAULT
2017,38,ISERE,84,AUVERGNE RHONE ALPES,ARS à taux plein,53464,35148669.0,AUVERGNE RHONE ALPES/ISERE
2017,38,ISERE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,1107,414864.0,AUVERGNE RHONE ALPES/ISERE
2017,42,LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,664,262331.0,AUVERGNE RHONE ALPES/LOIRE
2017,50,MANCHE,28,NORMANDIE,ARS à taux différentiel,445,152132.0,NORMANDIE/MANCHE
2017,61,ORNE,28,NORMANDIE,ARS à taux différentiel,226,82589.0,NORMANDIE/ORNE
2017,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux différentiel,1197,434055.0,HAUTS DE FRANCE/PAS DE CALAIS
2017,34,HERAULT,76,OCCITANIE,ARS à taux plein,56740,34480181.0,OCCITANIE/HERAULT
2017,45,LOIRET,24,CENTRE VAL DE LOIRE,ARS à taux plein,30834,20493576.0,CENTRE VAL DE LOIRE/LOIRET
2017,46,LOT,76,OCCITANIE,ARS à taux différentiel,123,45818.0,OCCITANIE/LOT
2023,01,AIN,84,AUVERGNE RHONE ALPES,ARS à taux plein,23313,17059568.0,AUVERGNE RHONE ALPES/AIN
2023,02,AISNE,32,HAUTS DE FRANCE,ARS à taux plein,26386,19206341.0,HAUTS DE FRANCE/AISNE
2023,02,AISNE,32,HAUTS DE FRANCE,ARS à taux différentiel,482,175981.0,HAUTS DE FRANCE/AISNE
2023,03,ALLIER,84,AUVERGNE RHONE ALPES,ARS à taux plein,12881,8946781.0,AUVERGNE RHONE ALPES/ALLIER
2023,04,ALPES DE HAUTE PROVENCE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,7057,4713821.0,PROVENCE ALPES COTE D AZUR/ALPES DE HAUTE PROVENCE
2023,05,HAUTES ALPES,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,115,42987.0,PROVENCE ALPES COTE D AZUR/HAUTES ALPES
2023,06,ALPES MARITIMES,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,45381,30342623.0,PROVENCE ALPES COTE D AZUR/ALPES MARITIMES
2023,06,ALPES MARITIMES,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,612,226528.0,PROVENCE ALPES COTE D AZUR/ALPES MARITIMES
2023,07,ARDECHE,84,AUVERGNE RHONE ALPES,ARS à taux plein,13205,9199478.0,AUVERGNE RHONE ALPES/ARDECHE
2023,07,ARDECHE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,317,131126.0,AUVERGNE RHONE ALPES/ARDECHE
2023,08,ARDENNES,44,GRAND EST,ARS à taux plein,12061,8533178.0,GRAND EST/ARDENNES
2023,09,ARIEGE,76,OCCITANIE,ARS à taux différentiel,97,35364.0,OCCITANIE/ARIEGE
2023,18,CHER,24,CENTRE VAL DE LOIRE,ARS à taux plein,11852,8328425.0,CENTRE VAL DE LOIRE/CHER
2023,19,CORREZE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,188,76616.0,NOUVELLE AQUITAINE/CORREZE
2023,21,COTE D OR,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,378,147990.0,BOURGOGNE FRANCHE COMTE/COTE D OR
2023,22,COTES D ARMOR,53,BRETAGNE,ARS à taux plein,20976,14681993.0,BRETAGNE/COTES D ARMOR
2023,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,71,27494.0,NOUVELLE AQUITAINE/CREUSE
2023,24,DORDOGNE,75,NOUVELLE AQUITAINE,ARS à taux plein,15944,10616096.0,NOUVELLE AQUITAINE/DORDOGNE
2023,27,EURE,28,NORMANDIE,ARS à taux différentiel,550,220744.0,NORMANDIE/EURE
2023,29,FINISTERE,53,BRETAGNE,ARS à taux différentiel,770,298770.0,BRETAGNE/FINISTERE
2023,2B,HAUTE CORSE,94,CORSE,ARS à taux plein,1,400.0,CORSE/HAUTE CORSE
2023,2B,HAUTE CORSE,94,CORSE,ARS à taux plein,6714,4210307.0,CORSE/HAUTE CORSE
2023,30,GARD,76,OCCITANIE,ARS à taux différentiel,602,230474.0,OCCITANIE/GARD
2023,32,GERS,76,OCCITANIE,ARS à taux plein,6638,4517612.0,OCCITANIE/GERS
2023,34,HERAULT,76,OCCITANIE,ARS à taux plein,57443,39412911.0,OCCITANIE/HERAULT
2023,34,HERAULT,76,OCCITANIE,ARS à taux différentiel,843,310504.0,OCCITANIE/HERAULT
2023,35,ILLE ET VILAINE,53,BRETAGNE,ARS à taux différentiel,1004,397907.0,BRETAGNE/ILLE ET VILAINE
2023,36,INDRE,24,CENTRE VAL DE LOIRE,ARS à taux plein,8478,5841786.0,CENTRE VAL DE LOIRE/INDRE
2023,36,INDRE,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,157,60235.0,CENTRE VAL DE LOIRE/INDRE
2023,37,INDRE ET LOIRE,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,494,195895.0,CENTRE VAL DE LOIRE/INDRE ET LOIRE
2023,41,LOIR ET CHER,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,297,126686.0,CENTRE VAL DE LOIRE/LOIR ET CHER
2023,42,LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux plein,33021,24394268.0,AUVERGNE RHONE ALPES/LOIRE
2023,45,LOIRET,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,575,245670.0,CENTRE VAL DE LOIRE/LOIRET
2023,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux différentiel,852,350935.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2023,50,MANCHE,28,NORMANDIE,ARS à taux plein,1,437.0,NORMANDIE/MANCHE
2023,53,MAYENNE,52,PAYS DE LA LOIRE,ARS à taux plein,10501,7831754.0,PAYS DE LA LOIRE/MAYENNE
2023,53,MAYENNE,52,PAYS DE LA LOIRE,ARS à taux différentiel,324,150379.0,PAYS DE LA LOIRE/MAYENNE
2023,55,MEUSE,44,GRAND EST,ARS à taux plein,6916,4854273.0,GRAND EST/MEUSE
2023,55,MEUSE,44,GRAND EST,ARS à taux différentiel,151,59543.0,GRAND EST/MEUSE
2023,56,MORBIHAN,53,BRETAGNE,ARS à taux différentiel,676,272330.0,BRETAGNE/MORBIHAN
2023,58,NIEVRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,7539,5179567.0,BOURGOGNE FRANCHE COMTE/NIEVRE
2023,60,OISE,32,HAUTS DE FRANCE,ARS à taux plein,1,400.0,HAUTS DE FRANCE/OISE
2023,60,OISE,32,HAUTS DE FRANCE,ARS à taux différentiel,762,309151.0,HAUTS DE FRANCE/OISE
2023,61,ORNE,28,NORMANDIE,ARS à taux différentiel,215,88142.0,NORMANDIE/ORNE
2023,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux différentiel,1317,522760.0,HAUTS DE FRANCE/PAS DE CALAIS
2023,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,495,179427.0,AUVERGNE RHONE ALPES/PUY DE DOME
2023,65,HAUTES PYRENEES,76,OCCITANIE,ARS à taux différentiel,165,64674.0,OCCITANIE/HAUTES PYRENEES
2023,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux plein,25812,17495621.0,OCCITANIE/PYRENEES ORIENTALES
2023,67,BAS RHIN,44,GRAND EST,ARS à taux plein,43207,31358225.0,GRAND EST/BAS RHIN
2023,67,BAS RHIN,44,GRAND EST,ARS à taux différentiel,722,292989.0,GRAND EST/BAS RHIN
2023,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux plein,76675,58138892.0,AUVERGNE RHONE ALPES/RHONE
2023,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux plein,1,422.0,AUVERGNE RHONE ALPES/RHONE
2023,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,1212,488761.0,AUVERGNE RHONE ALPES/RHONE
2023,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,9344,6673360.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2023,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,15416,10704050.0,AUVERGNE RHONE ALPES/SAVOIE
2023,75,PARIS,11,ILE DE FRANCE,ARS à taux plein,50385,35736540.0,ILE DE FRANCE/PARIS
2023,75,PARIS,11,ILE DE FRANCE,ARS à taux différentiel,629,244987.0,ILE DE FRANCE/PARIS
2023,76,SEINE MARITIME,28,NORMANDIE,ARS à taux plein,56496,40157195.0,NORMANDIE/SEINE MARITIME
2023,77,SEINE ET MARNE,11,ILE DE FRANCE,ARS à taux plein,65280,47976195.0,ILE DE FRANCE/SEINE ET MARNE
2023,79,DEUX SEVRES,75,NOUVELLE AQUITAINE,ARS à taux plein,13263,9353328.0,NOUVELLE AQUITAINE/DEUX SEVRES
2023,79,DEUX SEVRES,75,NOUVELLE AQUITAINE,ARS à taux différentiel,308,124552.0,NOUVELLE AQUITAINE/DEUX SEVRES
2023,82,TARN ET GARONNE,76,OCCITANIE,ARS à taux différentiel,225,84896.0,OCCITANIE/TARN ET GARONNE
2023,83,VAR,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,789,290850.0,PROVENCE ALPES COTE D AZUR/VAR
2023,85,VENDEE,52,PAYS DE LA LOIRE,ARS à taux différentiel,754,306899.0,PAYS DE LA LOIRE/VENDEE
2023,88,VOSGES,44,GRAND EST,ARS à taux plein,14416,10013649.0,GRAND EST/VOSGES
2023,89,YONNE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,14322,10168798.0,BOURGOGNE FRANCHE COMTE/YONNE
2023,90,TERRITOIRE DE BELFORT,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,5793,4205668.0,BOURGOGNE FRANCHE COMTE/TERRITOIRE DE BELFORT
2023,91,ESSONNE,11,ILE DE FRANCE,ARS à taux plein,60371,45160474.0,ILE DE FRANCE/ESSONNE
2023,91,ESSONNE,11,ILE DE FRANCE,ARS à taux différentiel,1009,415327.0,ILE DE FRANCE/ESSONNE
2023,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux plein,47660,34090782.0,ILE DE FRANCE/HAUTS DE SEINE
2023,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux différentiel,776,305201.0,ILE DE FRANCE/HAUTS DE SEINE
