dtreffre,numdep,nomdep,numregi,nomregi,ars_type,indfoy_ars,indmtt_ars,lieures
2023,93,SEINE SAINT DENIS,11,ILE DE FRANCE,ARS à taux plein,106149,80305539.0,ILE DE FRANCE/SEINE SAINT DENIS
2023,93,SEINE SAINT DENIS,11,ILE DE FRANCE,ARS à taux plein,1,1222.0,ILE DE FRANCE/SEINE SAINT DENIS
2023,971,GUADELOUPE,01,GUADELOUPE,ARS à taux plein,1,822.0,GUADELOUPE/GUADELOUPE
2023,972,MARTINIQUE,02,MARTINIQUE,ARS à taux plein,23054,14068794.0,MARTINIQUE/MARTINIQUE
2023,974,LA REUNION,04,LA REUNION,ARS à taux plein,76024,51950687.0,LA REUNION/LA REUNION
2022,06,ALPES MARITIMES,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,45978,30220497.0,PROVENCE ALPES COTE D AZUR/ALPES MARITIMES
2022,06,ALPES MARITIMES,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,673,256687.0,PROVENCE ALPES COTE D AZUR/ALPES MARITIMES
2022,07,ARDECHE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,291,115611.0,AUVERGNE RHONE ALPES/ARDECHE
2022,09,ARIEGE,76,OCCITANIE,ARS à taux plein,6936,4536685.0,OCCITANIE/ARIEGE
2022,12,AVEYRON,76,OCCITANIE,ARS à taux plein,9270,6271919.0,OCCITANIE/AVEYRON
2022,14,CALVADOS,28,NORMANDIE,ARS à taux plein,27331,18636016.0,NORMANDIE/CALVADOS
2022,14,CALVADOS,28,NORMANDIE,ARS à taux différentiel,583,221115.0,NORMANDIE/CALVADOS
2022,15,CANTAL,84,AUVERGNE RHONE ALPES,ARS à taux plein,4213,2770896.0,AUVERGNE RHONE ALPES/CANTAL
2022,16,CHARENTE,75,NOUVELLE AQUITAINE,ARS à taux plein,14049,9540229.0,NOUVELLE AQUITAINE/CHARENTE
2022,18,CHER,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,245,93757.0,CENTRE VAL DE LOIRE/CHER
2022,24,DORDOGNE,75,NOUVELLE AQUITAINE,ARS à taux plein,1,860.0,NOUVELLE AQUITAINE/DORDOGNE
2022,26,DROME,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,447,180005.0,AUVERGNE RHONE ALPES/DROME
2022,2A,CORSE DU SUD,94,CORSE,ARS à taux plein,5696,3521012.0,CORSE/CORSE DU SUD
2022,2B,HAUTE CORSE,94,CORSE,ARS à taux plein,6995,4297890.0,CORSE/HAUTE CORSE
2022,31,HAUTE GARONNE,76,OCCITANIE,ARS à taux plein,56933,38577716.0,OCCITANIE/HAUTE GARONNE
2022,32,GERS,76,OCCITANIE,ARS à taux plein,6814,4589207.0,OCCITANIE/GERS
2022,32,GERS,76,OCCITANIE,ARS à taux différentiel,105,37523.0,OCCITANIE/GERS
2022,36,INDRE,24,CENTRE VAL DE LOIRE,ARS à taux plein,8642,5864704.0,CENTRE VAL DE LOIRE/INDRE
2022,36,INDRE,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,174,66214.0,CENTRE VAL DE LOIRE/INDRE
2022,37,INDRE ET LOIRE,24,CENTRE VAL DE LOIRE,ARS à taux plein,23751,16482854.0,CENTRE VAL DE LOIRE/INDRE ET LOIRE
2022,38,ISERE,84,AUVERGNE RHONE ALPES,ARS à taux plein,51958,37329680.0,AUVERGNE RHONE ALPES/ISERE
2022,46,LOT,76,OCCITANIE,ARS à taux plein,6338,4147894.0,OCCITANIE/LOT
2022,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux plein,32297,23289850.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2022,51,MARNE,44,GRAND EST,ARS à taux différentiel,380,150454.0,GRAND EST/MARNE
2022,53,MAYENNE,52,PAYS DE LA LOIRE,ARS à taux plein,10986,8125725.0,PAYS DE LA LOIRE/MAYENNE
2022,54,MEURTHE ET MOSELLE,44,GRAND EST,ARS à taux plein,28032,19422258.0,GRAND EST/MEURTHE ET MOSELLE
2022,54,MEURTHE ET MOSELLE,44,GRAND EST,ARS à taux différentiel,477,183453.0,GRAND EST/MEURTHE ET MOSELLE
2022,55,MEUSE,44,GRAND EST,ARS à taux différentiel,159,62956.0,GRAND EST/MEUSE
2022,56,MORBIHAN,53,BRETAGNE,ARS à taux plein,28136,19142815.0,BRETAGNE/MORBIHAN
2022,58,NIEVRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,7783,5236553.0,BOURGOGNE FRANCHE COMTE/NIEVRE
2022,59,NORD,32,HAUTS DE FRANCE,ARS à taux plein,129756,94142076.0,HAUTS DE FRANCE/NORD
2022,59,NORD,32,HAUTS DE FRANCE,ARS à taux plein,5,3713.0,HAUTS DE FRANCE/NORD
2022,60,OISE,32,HAUTS DE FRANCE,ARS à taux plein,38233,27587073.0,HAUTS DE FRANCE/OISE
2022,60,OISE,32,HAUTS DE FRANCE,ARS à taux différentiel,765,311094.0,HAUTS DE FRANCE/OISE
2022,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux plein,76725,54656201.0,HAUTS DE FRANCE/PAS DE CALAIS
2022,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux plein,1,394.0,HAUTS DE FRANCE/PAS DE CALAIS
2022,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux plein,24984,16880211.0,AUVERGNE RHONE ALPES/PUY DE DOME
2022,64,PYRENEES ATLANTIQUES,75,NOUVELLE AQUITAINE,ARS à taux plein,24766,16152921.0,NOUVELLE AQUITAINE/PYRENEES ATLANTIQUES
2022,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux plein,26163,17344504.0,OCCITANIE/PYRENEES ORIENTALES
2022,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux différentiel,325,127535.0,OCCITANIE/PYRENEES ORIENTALES
2022,67,BAS RHIN,44,GRAND EST,ARS à taux différentiel,750,291437.0,GRAND EST/BAS RHIN
2022,68,HAUT RHIN,44,GRAND EST,ARS à taux plein,29579,21334651.0,GRAND EST/HAUT RHIN
2022,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux plein,2,1262.0,AUVERGNE RHONE ALPES/RHONE
2022,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,9731,6830693.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2022,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,226,81541.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2022,71,SAONE ET LOIRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,21123,15038874.0,BOURGOGNE FRANCHE COMTE/SAONE ET LOIRE
2022,71,SAONE ET LOIRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,454,181674.0,BOURGOGNE FRANCHE COMTE/SAONE ET LOIRE
2022,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,15829,10793972.0,AUVERGNE RHONE ALPES/SAVOIE
2022,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,341,138721.0,AUVERGNE RHONE ALPES/SAVOIE
2022,74,HAUTE SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,436,166505.0,AUVERGNE RHONE ALPES/HAUTE SAVOIE
2022,78,YVELINES,11,ILE DE FRANCE,ARS à taux plein,51715,38110956.0,ILE DE FRANCE/YVELINES
2022,79,DEUX SEVRES,75,NOUVELLE AQUITAINE,ARS à taux plein,13633,9530371.0,NOUVELLE AQUITAINE/DEUX SEVRES
2022,80,SOMME,32,HAUTS DE FRANCE,ARS à taux plein,25692,17839303.0,HAUTS DE FRANCE/SOMME
2022,80,SOMME,32,HAUTS DE FRANCE,ARS à taux différentiel,473,175215.0,HAUTS DE FRANCE/SOMME
2022,81,TARN,76,OCCITANIE,ARS à taux plein,16651,11344658.0,OCCITANIE/TARN
2022,83,VAR,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,47884,31550764.0,PROVENCE ALPES COTE D AZUR/VAR
2022,83,VAR,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,812,320950.0,PROVENCE ALPES COTE D AZUR/VAR
2022,84,VAUCLUSE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,28978,20290594.0,PROVENCE ALPES COTE D AZUR/VAUCLUSE
2022,85,VENDEE,52,PAYS DE LA LOIRE,ARS à taux plein,24685,17105400.0,PAYS DE LA LOIRE/VENDEE
2022,86,VIENNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,325,123925.0,NOUVELLE AQUITAINE/VIENNE
2022,87,HAUTE VIENNE,75,NOUVELLE AQUITAINE,ARS à taux plein,14102,9734674.0,NOUVELLE AQUITAINE/HAUTE VIENNE
2022,88,VOSGES,44,GRAND EST,ARS à taux différentiel,269,101103.0,GRAND EST/VOSGES
2022,89,YONNE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,278,109527.0,BOURGOGNE FRANCHE COMTE/YONNE
2022,91,ESSONNE,11,ILE DE FRANCE,ARS à taux différentiel,979,380046.0,ILE DE FRANCE/ESSONNE
2022,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux plein,48822,34244823.0,ILE DE FRANCE/HAUTS DE SEINE
2022,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux différentiel,756,288757.0,ILE DE FRANCE/HAUTS DE SEINE
2022,93,SEINE SAINT DENIS,11,ILE DE FRANCE,ARS à taux différentiel,1164,474060.0,ILE DE FRANCE/SEINE SAINT DENIS
2022,94,VAL DE MARNE,11,ILE DE FRANCE,ARS à taux plein,62524,44467447.0,ILE DE FRANCE/VAL DE MARNE
2022,94,VAL DE MARNE,11,ILE DE FRANCE,ARS à taux différentiel,867,344132.0,ILE DE FRANCE/VAL DE MARNE
2022,95,VAL D OISE,11,ILE DE FRANCE,ARS à taux plein,67075,49555074.0,ILE DE FRANCE/VAL D OISE
2022,95,VAL D OISE,11,ILE DE FRANCE,ARS à taux plein,1,788.0,ILE DE FRANCE/VAL D OISE
2022,972,MARTINIQUE,02,MARTINIQUE,ARS à taux plein,23828,14274730.0,MARTINIQUE/MARTINIQUE
2021,03,ALLIER,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,259,91039.0,AUVERGNE RHONE ALPES/ALLIER
2021,04,ALPES DE HAUTE PROVENCE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,7308,4544515.0,PROVENCE ALPES COTE D AZUR/ALPES DE HAUTE PROVENCE
2021,05,HAUTES ALPES,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,134,52444.0,PROVENCE ALPES COTE D AZUR/HAUTES ALPES
2021,06,ALPES MARITIMES,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,650,221601.0,PROVENCE ALPES COTE D AZUR/ALPES MARITIMES
2021,07,ARDECHE,84,AUVERGNE RHONE ALPES,ARS à taux plein,13921,9061183.0,AUVERGNE RHONE ALPES/ARDECHE
2021,11,AUDE,76,OCCITANIE,ARS à taux plein,19106,11992190.0,OCCITANIE/AUDE
2021,12,AVEYRON,76,OCCITANIE,ARS à taux plein,1,799.0,OCCITANIE/AVEYRON
2021,13,BOUCHES DU RHONE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,102779,66774939.0,PROVENCE ALPES COTE D AZUR/BOUCHES DU RHONE
2021,14,CALVADOS,28,NORMANDIE,ARS à taux plein,28337,18259681.0,NORMANDIE/CALVADOS
2021,14,CALVADOS,28,NORMANDIE,ARS à taux différentiel,605,216966.0,NORMANDIE/CALVADOS
2021,15,CANTAL,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,113,38912.0,AUVERGNE RHONE ALPES/CANTAL
2021,16,CHARENTE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,262,91552.0,NOUVELLE AQUITAINE/CHARENTE
2021,24,DORDOGNE,75,NOUVELLE AQUITAINE,ARS à taux plein,16940,10457571.0,NOUVELLE AQUITAINE/DORDOGNE
2021,24,DORDOGNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,282,97489.0,NOUVELLE AQUITAINE/DORDOGNE
2021,27,EURE,28,NORMANDIE,ARS à taux plein,28970,19220665.0,NORMANDIE/EURE
2021,43,HAUTE LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux plein,8471,5490841.0,AUVERGNE RHONE ALPES/HAUTE LOIRE
2021,46,LOT,76,OCCITANIE,ARS à taux plein,6425,3970582.0,OCCITANIE/LOT
2021,50,MANCHE,28,NORMANDIE,ARS à taux différentiel,414,157283.0,NORMANDIE/MANCHE
2021,53,MAYENNE,52,PAYS DE LA LOIRE,ARS à taux plein,11338,7929068.0,PAYS DE LA LOIRE/MAYENNE
2021,55,MEUSE,44,GRAND EST,ARS à taux plein,7423,4846867.0,GRAND EST/MEUSE
2021,80,SOMME,32,HAUTS DE FRANCE,ARS à taux différentiel,488,167921.0,HAUTS DE FRANCE/SOMME
2021,81,TARN,76,OCCITANIE,ARS à taux différentiel,325,111641.0,OCCITANIE/TARN
2021,82,TARN ET GARONNE,76,OCCITANIE,ARS à taux plein,12780,8464096.0,OCCITANIE/TARN ET GARONNE
2021,87,HAUTE VIENNE,75,NOUVELLE AQUITAINE,ARS à taux plein,14384,9376927.0,NOUVELLE AQUITAINE/HAUTE VIENNE
2021,89,YONNE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,241,89310.0,BOURGOGNE FRANCHE COMTE/YONNE
2021,93,SEINE SAINT DENIS,11,ILE DE FRANCE,ARS à taux plein,109213,76408549.0,ILE DE FRANCE/SEINE SAINT DENIS
2021,93,SEINE SAINT DENIS,11,ILE DE FRANCE,ARS à taux différentiel,1054,398229.0,ILE DE FRANCE/SEINE SAINT DENIS
2021,94,VAL DE MARNE,11,ILE DE FRANCE,ARS à taux différentiel,846,309325.0,ILE DE FRANCE/VAL DE MARNE
2021,974,LA REUNION,04,LA REUNION,ARS à taux différentiel,1,209.0,LA REUNION/LA REUNION
2020,01,AIN,84,AUVERGNE RHONE ALPES,ARS à taux plein,23972,20547392.0,AUVERGNE RHONE ALPES/AIN
2020,07,ARDECHE,84,AUVERGNE RHONE ALPES,ARS à taux plein,13832,11289403.0,AUVERGNE RHONE ALPES/ARDECHE
2020,08,ARDENNES,44,GRAND EST,ARS à taux différentiel,254,114728.0,GRAND EST/ARDENNES
2020,19,CORREZE,75,NOUVELLE AQUITAINE,ARS à taux plein,8803,7038981.0,NOUVELLE AQUITAINE/CORREZE
2020,21,COTE D OR,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,453,207412.0,BOURGOGNE FRANCHE COMTE/COTE D OR
2020,22,COTES D ARMOR,53,BRETAGNE,ARS à taux plein,22317,18383016.0,BRETAGNE/COTES D ARMOR
2020,22,COTES D ARMOR,53,BRETAGNE,ARS à taux différentiel,647,326190.0,BRETAGNE/COTES D ARMOR
2020,25,DOUBS,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,20595,17839046.0,BOURGOGNE FRANCHE COMTE/DOUBS
2020,25,DOUBS,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,429,205082.0,BOURGOGNE FRANCHE COMTE/DOUBS
2020,26,DROME,84,AUVERGNE RHONE ALPES,ARS à taux plein,23735,19789628.0,AUVERGNE RHONE ALPES/DROME
2020,28,EURE ET LOIR,24,CENTRE VAL DE LOIRE,ARS à taux plein,19116,16512382.0,CENTRE VAL DE LOIRE/EURE ET LOIR
2020,29,FINISTERE,53,BRETAGNE,ARS à taux plein,1,1472.0,BRETAGNE/FINISTERE
2020,2B,HAUTE CORSE,94,CORSE,ARS à taux plein,4,1923.0,CORSE/HAUTE CORSE
2020,32,GERS,76,OCCITANIE,ARS à taux plein,6968,5516250.0,OCCITANIE/GERS
2020,37,INDRE ET LOIRE,24,CENTRE VAL DE LOIRE,ARS à taux plein,24074,19698399.0,CENTRE VAL DE LOIRE/INDRE ET LOIRE
2020,38,ISERE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,1269,611572.0,AUVERGNE RHONE ALPES/ISERE
2020,39,JURA,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,9578,8010988.0,BOURGOGNE FRANCHE COMTE/JURA
2020,41,LOIR ET CHER,24,CENTRE VAL DE LOIRE,ARS à taux plein,13680,11433799.0,CENTRE VAL DE LOIRE/LOIR ET CHER
2020,45,LOIRET,24,CENTRE VAL DE LOIRE,ARS à taux plein,31379,27071113.0,CENTRE VAL DE LOIRE/LOIRET
2020,46,LOT,76,OCCITANIE,ARS à taux plein,6500,5034670.0,OCCITANIE/LOT
2020,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,287,128581.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2020,60,OISE,32,HAUTS DE FRANCE,ARS à taux plein,38714,32978380.0,HAUTS DE FRANCE/OISE
2020,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux différentiel,1533,721854.0,HAUTS DE FRANCE/PAS DE CALAIS
2020,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,559,257838.0,AUVERGNE RHONE ALPES/PUY DE DOME
2017,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux plein,25458,15376987.0,OCCITANIE/PYRENEES ORIENTALES
2017,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux différentiel,303,105548.0,OCCITANIE/PYRENEES ORIENTALES
2017,71,SAONE ET LOIRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,22293,14487777.0,BOURGOGNE FRANCHE COMTE/SAONE ET LOIRE
2017,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,16403,10430965.0,AUVERGNE RHONE ALPES/SAVOIE
2017,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,325,124864.0,AUVERGNE RHONE ALPES/SAVOIE
2017,76,SEINE MARITIME,28,NORMANDIE,ARS à taux plein,59241,37791232.0,NORMANDIE/SEINE MARITIME
2017,77,SEINE ET MARNE,11,ILE DE FRANCE,ARS à taux plein,63114,41600717.0,ILE DE FRANCE/SEINE ET MARNE
2017,79,DEUX SEVRES,75,NOUVELLE AQUITAINE,ARS à taux différentiel,367,140312.0,NOUVELLE AQUITAINE/DEUX SEVRES
2017,81,TARN,76,OCCITANIE,ARS à taux plein,17388,10865247.0,OCCITANIE/TARN
2017,86,VIENNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,367,140231.0,NOUVELLE AQUITAINE/VIENNE
2017,87,HAUTE VIENNE,75,NOUVELLE AQUITAINE,ARS à taux plein,14217,8998046.0,NOUVELLE AQUITAINE/HAUTE VIENNE
2017,88,VOSGES,44,GRAND EST,ARS à taux plein,16639,10767682.0,GRAND EST/VOSGES
2017,88,VOSGES,44,GRAND EST,ARS à taux différentiel,292,98822.0,GRAND EST/VOSGES
2017,89,YONNE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,15631,10107954.0,BOURGOGNE FRANCHE COMTE/YONNE
2017,90,TERRITOIRE DE BELFORT,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,6154,4055856.0,BOURGOGNE FRANCHE COMTE/TERRITOIRE DE BELFORT
2017,90,TERRITOIRE DE BELFORT,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,80,25105.0,BOURGOGNE FRANCHE COMTE/TERRITOIRE DE BELFORT
2017,91,ESSONNE,11,ILE DE FRANCE,ARS à taux différentiel,902,341826.0,ILE DE FRANCE/ESSONNE
2017,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux plein,50367,31862626.0,ILE DE FRANCE/HAUTS DE SEINE
2017,94,VAL DE MARNE,11,ILE DE FRANCE,ARS à taux différentiel,820,299385.0,ILE DE FRANCE/VAL DE MARNE
2016,09,ARIEGE,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux plein,7177,4344661.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/ARIEGE
2016,10,AUBE,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux différentiel,227,80206.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/AUBE
2016,11,AUDE,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux plein,19369,11774367.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/AUDE
2016,19,CORREZE,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux différentiel,180,68070.0,AQUITAINE LIMOUSIN POITOU CHARENTES/CORREZE
2016,21,COTE D OR,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,19375,12276156.0,BOURGOGNE FRANCHE COMTE/COTE D OR
2016,23,CREUSE,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux plein,4210,2602882.0,AQUITAINE LIMOUSIN POITOU CHARENTES/CREUSE
2016,24,DORDOGNE,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux plein,17200,10473137.0,AQUITAINE LIMOUSIN POITOU CHARENTES/DORDOGNE
2016,24,DORDOGNE,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux différentiel,315,114171.0,AQUITAINE LIMOUSIN POITOU CHARENTES/DORDOGNE
2016,25,DOUBS,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,20819,13837456.0,BOURGOGNE FRANCHE COMTE/DOUBS
2016,27,EURE,28,NORMANDIE,ARS à taux plein,28856,18797328.0,NORMANDIE/EURE
2016,29,FINISTERE,53,BRETAGNE,ARS à taux plein,34310,21532399.0,BRETAGNE/FINISTERE
2016,30,GARD,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux plein,39030,24192046.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/GARD
2016,34,HERAULT,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux différentiel,725,237674.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/HERAULT
2016,35,ILLE ET VILAINE,53,BRETAGNE,ARS à taux plein,40084,25761514.0,BRETAGNE/ILLE ET VILAINE
2016,35,ILLE ET VILAINE,53,BRETAGNE,ARS à taux différentiel,997,363780.0,BRETAGNE/ILLE ET VILAINE
2016,36,INDRE,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,187,65626.0,CENTRE VAL DE LOIRE/INDRE
2016,41,LOIR ET CHER,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,301,116555.0,CENTRE VAL DE LOIRE/LOIR ET CHER
2016,43,HAUTE LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux plein,9083,5832840.0,AUVERGNE RHONE ALPES/HAUTE LOIRE
2016,47,LOT ET GARONNE,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux différentiel,233,83026.0,AQUITAINE LIMOUSIN POITOU CHARENTES/LOT ET GARONNE
2016,48,LOZERE,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux plein,2502,1568279.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/LOZERE
2016,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux plein,34478,23040503.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2016,50,MANCHE,28,NORMANDIE,ARS à taux différentiel,481,178918.0,NORMANDIE/MANCHE
2016,54,MEURTHE ET MOSELLE,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux plein,29356,18684336.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/MEURTHE ET MOSELLE
2016,55,MEUSE,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux différentiel,137,49565.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/MEUSE
2016,57,MOSELLE,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux différentiel,609,213051.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/MOSELLE
2016,83,VAR,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,47355,28231159.0,PROVENCE ALPES COTE D AZUR/VAR
2016,83,VAR,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,744,259983.0,PROVENCE ALPES COTE D AZUR/VAR
2016,85,VENDEE,52,PAYS DE LA LOIRE,ARS à taux différentiel,798,293313.0,PAYS DE LA LOIRE/VENDEE
2016,88,VOSGES,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux différentiel,299,106250.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/VOSGES
2016,971,GUADELOUPE,01,GUADELOUPE,ARS à taux différentiel,185,58532.0,GUADELOUPE/GUADELOUPE
2017,84,VAUCLUSE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,29023,18179991.0,PROVENCE ALPES COTE D AZUR/VAUCLUSE
2017,84,VAUCLUSE,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,422,149264.0,PROVENCE ALPES COTE D AZUR/VAUCLUSE
2017,971,GUADELOUPE,01,GUADELOUPE,ARS à taux plein,33623,19063037.0,GUADELOUPE/GUADELOUPE
2017,974,LA REUNION,04,LA REUNION,ARS à taux différentiel,501,167218.0,LA REUNION/LA REUNION
2016,01,AIN,84,AUVERGNE RHONE ALPES,ARS à taux plein,23876,15785887.0,AUVERGNE RHONE ALPES/AIN
2016,05,HAUTES ALPES,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,5820,3515585.0,PROVENCE ALPES COTE D AZUR/HAUTES ALPES
2016,08,ARDENNES,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux plein,13838,8974920.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/ARDENNES
2016,12,AVEYRON,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux plein,9411,5870685.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/AVEYRON
2016,12,AVEYRON,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux différentiel,213,76962.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/AVEYRON
2016,15,CANTAL,84,AUVERGNE RHONE ALPES,ARS à taux plein,4689,2872893.0,AUVERGNE RHONE ALPES/CANTAL
2016,16,CHARENTE,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux plein,14974,9261864.0,AQUITAINE LIMOUSIN POITOU CHARENTES/CHARENTE
2016,16,CHARENTE,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux différentiel,249,87295.0,AQUITAINE LIMOUSIN POITOU CHARENTES/CHARENTE
2016,37,INDRE ET LOIRE,24,CENTRE VAL DE LOIRE,ARS à taux plein,23717,14991250.0,CENTRE VAL DE LOIRE/INDRE ET LOIRE
2016,37,INDRE ET LOIRE,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,486,189565.0,CENTRE VAL DE LOIRE/INDRE ET LOIRE
2016,38,ISERE,84,AUVERGNE RHONE ALPES,ARS à taux plein,53494,34908336.0,AUVERGNE RHONE ALPES/ISERE
2016,40,LANDES,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux plein,16921,10247827.0,AQUITAINE LIMOUSIN POITOU CHARENTES/LANDES
2016,40,LANDES,75,AQUITAINE LIMOUSIN POITOU CHARENTES,ARS à taux différentiel,348,122867.0,AQUITAINE LIMOUSIN POITOU CHARENTES/LANDES
2016,48,LOZERE,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux différentiel,72,20085.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/LOZERE
2016,59,NORD,32,NORD PAS DE CALAIS PICARDIE,ARS à taux plein,137533,91549910.0,NORD PAS DE CALAIS PICARDIE/NORD
