REF_AREA,TIME_PERIOD,OBS_VALUE,Code,Trimestre
D26,1998-Q2,11.0,26,T2_1998
D26,1998-Q1,10.9,26,T1_1998
D26,1997-Q4,11.3,26,T4_1997
D26,1997-Q3,11.4,26,T3_1997
D26,1997-Q2,11.4,26,T2_1997
D26,1997-Q1,11.7,26,T1_1997
D26,1996-Q4,11.7,26,T4_1996
D26,1996-Q3,11.8,26,T3_1996
D26,1996-Q2,11.8,26,T2_1996
D26,1996-Q1,11.5,26,T1_1996
D26,1995-Q4,11.2,26,T4_1995
D26,1995-Q3,10.9,26,T3_1995
D26,1995-Q2,11.0,26,T2_1995
D26,1995-Q1,11.4,26,T1_1995
D26,1994-Q4,11.7,26,T4_1994
D26,1994-Q3,12.0,26,T3_1994
D26,1994-Q2,12.2,26,T2_1994
D26,1994-Q1,12.2,26,T1_1994
D26,1993-Q4,12.0,26,T4_1993
D26,1993-Q3,11.6,26,T3_1993
D26,1993-Q2,11.2,26,T2_1993
D26,1993-Q1,10.8,26,T1_1993
D26,1992-Q4,10.6,26,T4_1992
D26,1992-Q3,10.3,26,T3_1992
D26,1992-Q2,10.1,26,T2_1992
D26,1992-Q1,9.8,26,T1_1992
D26,1991-Q4,9.3,26,T4_1991
D26,1991-Q3,9.0,26,T3_1991
D26,1991-Q2,8.7,26,T2_1991
D26,1991-Q1,8.4,26,T1_1991
D26,1990-Q4,8.4,26,T4_1990
D26,1990-Q3,8.2,26,T3_1990
D26,1990-Q2,8.2,26,T2_1990
D26,1990-Q1,8.4,26,T1_1990
D26,1989-Q4,8.3,26,T4_1989
D26,1989-Q3,8.4,26,T3_1989
D26,1989-Q2,8.5,26,T2_1989
D26,1989-Q1,8.6,26,T1_1989
D26,1988-Q4,8.7,26,T4_1988
D26,1988-Q3,8.8,26,T3_1988
D26,1988-Q2,8.6,26,T2_1988
D26,1988-Q1,8.7,26,T1_1988
D26,1987-Q4,8.7,26,T4_1987
D26,1987-Q3,8.6,26,T3_1987
D26,1987-Q2,8.7,26,T2_1987
D26,1987-Q1,8.7,26,T1_1987
D26,1986-Q4,8.7,26,T4_1986
D26,1986-Q3,8.6,26,T3_1986
D26,1986-Q2,8.4,26,T2_1986
D26,1986-Q1,8.3,26,T1_1986
D26,1985-Q4,8.4,26,T4_1985
D26,1985-Q3,8.5,26,T3_1985
D26,1985-Q2,8.7,26,T2_1985
D26,1985-Q1,8.8,26,T1_1985
D26,1984-Q4,8.6,26,T4_1984
D26,1984-Q3,8.4,26,T3_1984
D26,1984-Q2,8.0,26,T2_1984
D26,1984-Q1,7.5,26,T1_1984
D26,1983-Q4,7.1,26,T4_1983
D26,1983-Q3,6.8,26,T3_1983
D26,1983-Q2,6.5,26,T2_1983
D26,1983-Q1,6.4,26,T1_1983
D26,1982-Q4,6.4,26,T4_1982
D26,1982-Q3,6.2,26,T3_1982
D26,1982-Q2,6.0,26,T2_1982
D26,1982-Q1,5.8,26,T1_1982
D27,2024-Q3,7.1,27,T3_2024
D27,2024-Q2,7.1,27,T2_2024
D27,2024-Q1,7.1,27,T1_2024
D27,2023-Q4,7.2,27,T4_2023
D27,2023-Q3,7.0,27,T3_2023
D27,2023-Q2,6.9,27,T2_2023
D27,2023-Q1,6.7,27,T1_2023
D27,2022-Q4,6.7,27,T4_2022
D27,2022-Q3,7.0,27,T3_2022
D27,2022-Q2,7.3,27,T2_2022
D27,2022-Q1,7.1,27,T1_2022
D27,2021-Q4,7.3,27,T4_2021
D27,2021-Q3,7.8,27,T3_2021
D27,2021-Q2,7.8,27,T2_2021
D27,2021-Q1,8.0,27,T1_2021
D27,2020-Q4,7.9,27,T4_2020
D27,2020-Q3,8.9,27,T3_2020
D27,2020-Q2,7.3,27,T2_2020
D27,2020-Q1,7.8,27,T1_2020
D27,2019-Q4,8.1,27,T4_2019
D27,2019-Q3,8.3,27,T3_2019
D27,2019-Q2,8.4,27,T2_2019
D27,2019-Q1,8.7,27,T1_2019
D27,2018-Q4,8.7,27,T4_2018
D27,2018-Q3,9.0,27,T3_2018
D27,2018-Q2,9.2,27,T2_2018
D27,2018-Q1,9.3,27,T1_2018
D27,2017-Q4,9.0,27,T4_2017
D27,2017-Q3,9.7,27,T3_2017
D27,2017-Q2,9.6,27,T2_2017
D27,2017-Q1,9.7,27,T1_2017
D27,2016-Q4,10.3,27,T4_2016
D27,2016-Q3,10.1,27,T3_2016
D27,2016-Q2,10.2,27,T2_2016
D27,2016-Q1,10.4,27,T1_2016
D27,2015-Q4,10.3,27,T4_2015
D27,2015-Q3,10.4,27,T3_2015
D27,2015-Q2,10.5,27,T2_2015
D27,2015-Q1,10.3,27,T1_2015
D27,2014-Q4,10.5,27,T4_2014
D27,2014-Q3,10.4,27,T3_2014
D27,2014-Q2,10.3,27,T2_2014
D27,2014-Q1,10.4,27,T1_2014
D27,2013-Q4,10.4,27,T4_2013
D27,2013-Q3,10.6,27,T3_2013
D27,2013-Q2,10.8,27,T2_2013
D27,2013-Q1,10.7,27,T1_2013
D27,2012-Q4,10.5,27,T4_2012
D27,2012-Q3,10.1,27,T3_2012
D27,2012-Q2,10.0,27,T2_2012
D27,2012-Q1,9.7,27,T1_2012
D27,2011-Q4,9.4,27,T4_2011
D27,2011-Q3,9.2,27,T3_2011
D27,2011-Q2,9.1,27,T2_2011
D27,2011-Q1,9.1,27,T1_2011
D27,2010-Q4,9.2,27,T4_2010
D27,2010-Q3,9.2,27,T3_2010
D27,2010-Q2,9.2,27,T2_2010
D27,2010-Q1,9.3,27,T1_2010
D27,2009-Q4,9.5,27,T4_2009
D27,2009-Q3,9.2,27,T3_2009
D27,2009-Q2,9.2,27,T2_2009
D27,2009-Q1,8.5,27,T1_2009
D27,2008-Q4,7.3,27,T4_2008
D27,2008-Q3,6.9,27,T3_2008
D27,2008-Q2,6.9,27,T2_2008
D27,2008-Q1,6.7,27,T1_2008
D27,2007-Q4,7.0,27,T4_2007
D27,2007-Q3,7.5,27,T3_2007
D27,2007-Q2,7.6,27,T2_2007
D27,2007-Q1,8.1,27,T1_2007
D27,2006-Q4,8.0,27,T4_2006
D27,2006-Q3,8.5,27,T3_2006
D27,2006-Q2,8.5,27,T2_2006
D27,2006-Q1,8.6,27,T1_2006
D27,2005-Q4,8.5,27,T4_2005
D27,2005-Q3,8.4,27,T3_2005
D27,2005-Q2,8.2,27,T2_2005
D27,2005-Q1,8.0,27,T1_2005
D27,2004-Q4,8.2,27,T4_2004
D27,2004-Q3,8.2,27,T3_2004
D27,2004-Q2,8.1,27,T2_2004
D27,2004-Q1,8.2,27,T1_2004
D27,2003-Q4,8.0,27,T4_2003
D27,2003-Q3,7.6,27,T3_2003
D27,2003-Q2,7.7,27,T2_2003
D27,2003-Q1,7.6,27,T1_2003
D27,2002-Q4,7.2,27,T4_2002
D27,2002-Q3,7.1,27,T3_2002
D27,2002-Q2,7.1,27,T2_2002
D27,2002-Q1,7.0,27,T1_2002
D27,2001-Q4,6.9,27,T4_2001
D27,2001-Q3,6.7,27,T3_2001
D27,2001-Q2,6.5,27,T2_2001
D27,2001-Q1,6.7,27,T1_2001
D27,2000-Q4,7.0,27,T4_2000
D27,2000-Q3,7.2,27,T3_2000
D27,2000-Q2,7.5,27,T2_2000
D27,2000-Q1,7.8,27,T1_2000
D27,1999-Q4,8.3,27,T4_1999
D27,1999-Q3,8.9,27,T3_1999
D27,1999-Q2,9.3,27,T2_1999
D27,1999-Q1,9.4,27,T1_1999
D27,1998-Q4,9.3,27,T4_1998
D27,1998-Q3,9.2,27,T3_1998
D27,1998-Q2,9.3,27,T2_1998
D27,1998-Q1,9.5,27,T1_1998
D27,1997-Q4,9.9,27,T4_1997
D27,1997-Q3,10.1,27,T3_1997
D27,1997-Q2,10.2,27,T2_1997
D27,1997-Q1,10.5,27,T1_1997
D27,1996-Q4,10.5,27,T4_1996
D27,1996-Q3,10.5,27,T3_1996
D27,1996-Q2,10.4,27,T2_1996
D27,1996-Q1,10.1,27,T1_1996
D27,1995-Q4,9.6,27,T4_1995
D27,1995-Q3,9.4,27,T3_1995
D27,1995-Q2,9.5,27,T2_1995
D27,1995-Q1,9.8,27,T1_1995
D27,1994-Q4,10.0,27,T4_1994
D27,1994-Q3,10.2,27,T3_1994
D27,1994-Q2,10.2,27,T2_1994
D27,1994-Q1,10.2,27,T1_1994
D27,1993-Q4,10.0,27,T4_1993
D27,1993-Q3,9.5,27,T3_1993
D27,1993-Q2,9.1,27,T2_1993
D27,1993-Q1,8.7,27,T1_1993
D27,1992-Q4,8.5,27,T4_1992
D27,1992-Q3,8.4,27,T3_1992
D27,1992-Q2,8.2,27,T2_1992
D27,1992-Q1,8.1,27,T1_1992
D27,1991-Q4,7.8,27,T4_1991
D27,1991-Q3,7.6,27,T3_1991
D27,1991-Q2,7.4,27,T2_1991
D27,1991-Q1,7.1,27,T1_1991
D27,1990-Q4,7.0,27,T4_1990
D27,1990-Q3,6.9,27,T3_1990
D27,1990-Q2,6.9,27,T2_1990
D27,1990-Q1,7.3,27,T1_1990
D27,1989-Q4,7.4,27,T4_1989
D27,1989-Q3,7.5,27,T3_1989
D27,1989-Q2,7.6,27,T2_1989
D27,1989-Q1,7.8,27,T1_1989
D27,1988-Q4,8.0,27,T4_1988
D27,1988-Q3,8.2,27,T3_1988
D27,1988-Q2,8.3,27,T2_1988
D27,1988-Q1,8.4,27,T1_1988
D27,1987-Q4,8.6,27,T4_1987
D27,1987-Q3,9.0,27,T3_1987
D27,1987-Q2,9.2,27,T2_1987
D27,1987-Q1,9.0,27,T1_1987
D27,1986-Q4,8.8,27,T4_1986
D27,1986-Q3,8.9,27,T3_1986
D27,1986-Q2,8.8,27,T2_1986
D27,1986-Q1,8.8,27,T1_1986
D27,1985-Q4,8.9,27,T4_1985
D27,1985-Q3,8.9,27,T3_1985
D27,1985-Q2,8.9,27,T2_1985
D27,1985-Q1,9.1,27,T1_1985
D27,1984-Q4,9.0,27,T4_1984
D27,1984-Q3,8.9,27,T3_1984
D27,1984-Q2,8.7,27,T2_1984
D27,1984-Q1,8.2,27,T1_1984
D27,1983-Q4,7.8,27,T4_1983
D27,1983-Q3,7.4,27,T3_1983
D27,1983-Q2,7.2,27,T2_1983
D27,1983-Q1,7.0,27,T1_1983
D27,1982-Q4,6.9,27,T4_1982
D27,1982-Q3,6.8,27,T3_1982
D27,1982-Q2,6.8,27,T2_1982
D27,1982-Q1,6.8,27,T1_1982
D28,2024-Q3,6.9,28,T3_2024
D28,2024-Q2,6.9,28,T2_2024
D28,2024-Q1,7.0,28,T1_2024
D28,2023-Q4,7.0,28,T4_2023
D28,2023-Q3,7.0,28,T3_2023
D28,2023-Q2,6.8,28,T2_2023
D28,2023-Q1,6.6,28,T1_2023
D28,2022-Q4,6.6,28,T4_2022
D28,2022-Q3,6.7,28,T3_2022
D28,2022-Q2,6.9,28,T2_2022
D28,2022-Q1,6.7,28,T1_2022
D28,2021-Q4,6.7,28,T4_2021
D28,2021-Q3,7.1,28,T3_2021
D28,2021-Q2,7.1,28,T2_2021
D28,2021-Q1,7.3,28,T1_2021
D28,2020-Q4,7.2,28,T4_2020
D28,2020-Q3,8.2,28,T3_2020
D28,2020-Q2,6.7,28,T2_2020
D28,2020-Q1,7.4,28,T1_2020
D28,2019-Q4,7.9,28,T4_2019
D28,2019-Q3,8.2,28,T3_2019
D28,2019-Q2,8.2,28,T2_2019
D28,2019-Q1,8.4,28,T1_2019
D28,2018-Q4,8.3,28,T4_2018
D28,2018-Q3,8.4,28,T3_2018
D28,2018-Q2,8.6,28,T2_2018
D28,2018-Q1,8.7,28,T1_2018
D28,2017-Q4,8.4,28,T4_2017
D28,2017-Q3,9.0,28,T3_2017
D28,2017-Q2,9.0,28,T2_2017
D28,2017-Q1,9.0,28,T1_2017
D28,2016-Q4,9.4,28,T4_2016
D28,2016-Q3,9.4,28,T3_2016
D28,2016-Q2,9.5,28,T2_2016
D28,2016-Q1,9.6,28,T1_2016
D28,2015-Q4,9.5,28,T4_2015
D28,2015-Q3,9.7,28,T3_2015
D28,2015-Q2,9.8,28,T2_2015
D28,2015-Q1,9.6,28,T1_2015
D28,2014-Q4,9.8,28,T4_2014
D28,2014-Q3,9.6,28,T3_2014
D28,2014-Q2,9.5,28,T2_2014
D28,2014-Q1,9.5,28,T1_2014
D28,2013-Q4,9.4,28,T4_2013
D28,2013-Q3,9.5,28,T3_2013
D28,2013-Q2,9.6,28,T2_2013
D28,2013-Q1,9.7,28,T1_2013
D28,2012-Q4,9.6,28,T4_2012
D28,2012-Q3,9.1,28,T3_2012
D28,2012-Q2,9.0,28,T2_2012
D28,2012-Q1,8.6,28,T1_2012
D28,2011-Q4,8.5,28,T4_2011
D28,2011-Q3,8.4,28,T3_2011
D28,2011-Q2,8.3,28,T2_2011
D28,2011-Q1,8.3,28,T1_2011
D28,2010-Q4,8.4,28,T4_2010
D28,2010-Q3,8.4,28,T3_2010
D28,2010-Q2,8.5,28,T2_2010
D28,2010-Q1,8.5,28,T1_2010
D28,2009-Q4,8.6,28,T4_2009
D28,2009-Q3,8.2,28,T3_2009
D28,2009-Q2,8.2,28,T2_2009
D28,2009-Q1,7.6,28,T1_2009
D28,2008-Q4,6.8,28,T4_2008
D28,2008-Q3,6.3,28,T3_2008
D28,2008-Q2,6.1,28,T2_2008
D28,2008-Q1,5.8,28,T1_2008
D28,2007-Q4,6.2,28,T4_2007
D28,2007-Q3,6.6,28,T3_2007
D28,2007-Q2,6.7,28,T2_2007
D28,2007-Q1,7.1,28,T1_2007
D28,2006-Q4,7.2,28,T4_2006
D28,2006-Q3,7.5,28,T3_2006
D28,2006-Q2,7.7,28,T2_2006
D28,2006-Q1,8.0,28,T1_2006
D28,2005-Q4,8.0,28,T4_2005
D28,2005-Q3,7.9,28,T3_2005
D28,2005-Q2,7.8,28,T2_2005
D28,2005-Q1,7.7,28,T1_2005
D28,2004-Q4,7.9,28,T4_2004
D28,2004-Q3,7.7,28,T3_2004
D28,2004-Q2,7.5,28,T2_2004
D28,2004-Q1,7.6,28,T1_2004
D28,2003-Q4,7.4,28,T4_2003
D28,2003-Q3,6.9,28,T3_2003
D28,2003-Q2,7.0,28,T2_2003
D28,2003-Q1,6.7,28,T1_2003
D28,2002-Q4,6.4,28,T4_2002
D28,2002-Q3,6.3,28,T3_2002
D28,2002-Q2,6.1,28,T2_2002
D28,2002-Q1,6.0,28,T1_2002
D28,2001-Q4,5.8,28,T4_2001
D28,2001-Q3,5.6,28,T3_2001
D28,2001-Q2,5.4,28,T2_2001
D28,2001-Q1,5.5,28,T1_2001
D28,2000-Q4,5.7,28,T4_2000
D28,2000-Q3,5.9,28,T3_2000
D28,2000-Q2,6.2,28,T2_2000
D28,2000-Q1,6.4,28,T1_2000
D28,1999-Q4,6.8,28,T4_1999
D28,1999-Q3,7.3,28,T3_1999
D28,1999-Q2,7.6,28,T2_1999
D28,1999-Q1,7.7,28,T1_1999
D28,1998-Q4,7.6,28,T4_1998
D28,1998-Q3,7.7,28,T3_1998
D28,1998-Q2,7.8,28,T2_1998
D28,1998-Q1,8.0,28,T1_1998
D28,1997-Q4,8.2,28,T4_1997
D28,1997-Q3,8.3,28,T3_1997
D28,1997-Q2,8.4,28,T2_1997
D28,1997-Q1,8.6,28,T1_1997
D28,1996-Q4,8.6,28,T4_1996
D28,1996-Q3,8.4,28,T3_1996
D28,1996-Q2,8.2,28,T2_1996
D28,1996-Q1,7.9,28,T1_1996
D28,1995-Q4,7.4,28,T4_1995
D28,1995-Q3,7.2,28,T3_1995
D28,1995-Q2,7.4,28,T2_1995
D28,1995-Q1,7.8,28,T1_1995
D28,1994-Q4,8.2,28,T4_1994
D28,1994-Q3,8.6,28,T3_1994
D28,1994-Q2,8.8,28,T2_1994
D28,1994-Q1,8.8,28,T1_1994
D28,1993-Q4,8.6,28,T4_1993
D28,1993-Q3,8.3,28,T3_1993
D28,1993-Q2,7.9,28,T2_1993
D28,1993-Q1,7.6,28,T1_1993
D28,1992-Q4,7.3,28,T4_1992
D28,1992-Q3,7.0,28,T3_1992
D28,1992-Q2,6.7,28,T2_1992
D28,1992-Q1,6.6,28,T1_1992
D28,1991-Q4,6.3,28,T4_1991
D28,1991-Q3,6.0,28,T3_1991
D28,1991-Q2,5.9,28,T2_1991
D28,1991-Q1,5.7,28,T1_1991
D28,1990-Q4,5.6,28,T4_1990
D28,1990-Q3,5.6,28,T3_1990
D28,1990-Q2,5.7,28,T2_1990
D28,1990-Q1,5.9,28,T1_1990
D28,1989-Q4,6.1,28,T4_1989
D28,1989-Q3,6.1,28,T3_1989
D28,1989-Q2,6.1,28,T2_1989
D28,1989-Q1,6.3,28,T1_1989
D28,1988-Q4,6.5,28,T4_1988
D28,1988-Q3,6.7,28,T3_1988
D28,1988-Q2,6.8,28,T2_1988
D28,1988-Q1,7.1,28,T1_1988
D28,1987-Q4,7.5,28,T4_1987
D28,1987-Q3,8.0,28,T3_1987
D28,1987-Q2,8.2,28,T2_1987
D28,1987-Q1,8.2,28,T1_1987
D28,1986-Q4,8.0,28,T4_1986
D28,1986-Q3,7.7,28,T3_1986
D28,1986-Q2,7.8,28,T2_1986
D28,1986-Q1,7.9,28,T1_1986
D28,1985-Q4,7.8,28,T4_1985
D28,1985-Q3,7.6,28,T3_1985
D28,1985-Q2,7.5,28,T2_1985
D28,1985-Q1,7.4,28,T1_1985
D28,1984-Q4,7.4,28,T4_1984
D28,1984-Q3,7.3,28,T3_1984
D28,1984-Q2,7.1,28,T2_1984
D28,1984-Q1,6.7,28,T1_1984
D28,1983-Q4,6.4,28,T4_1983
D28,1983-Q3,6.1,28,T3_1983
D28,1983-Q2,5.9,28,T2_1983
D28,1983-Q1,5.8,28,T1_1983
D28,1982-Q4,5.9,28,T4_1982
D28,1982-Q3,6.0,28,T3_1982
D28,1982-Q2,5.8,28,T2_1982
D28,1982-Q1,5.8,28,T1_1982
D29,2024-Q3,6.2,29,T3_2024
D29,2024-Q2,6.1,29,T2_2024
D29,2024-Q1,6.3,29,T1_2024
D29,2023-Q4,6.3,29,T4_2023
D29,2023-Q3,6.3,29,T3_2023
D29,2023-Q2,6.2,29,T2_2023
D29,2023-Q1,6.1,29,T1_2023
D29,2022-Q4,6.0,29,T4_2022
D29,2022-Q3,6.1,29,T3_2022
D29,2022-Q2,6.2,29,T2_2022
D29,2022-Q1,6.2,29,T1_2022
D29,2021-Q4,6.2,29,T4_2021
D29,2021-Q3,6.7,29,T3_2021
D29,2021-Q2,6.8,29,T2_2021
D29,2021-Q1,7.0,29,T1_2021
D29,2020-Q4,6.8,29,T4_2020
D29,2020-Q3,7.7,29,T3_2020
D29,2020-Q2,6.5,29,T2_2020
D29,2020-Q1,6.9,29,T1_2020
D29,2019-Q4,7.1,29,T4_2019
D29,2019-Q3,7.3,29,T3_2019
D29,2019-Q2,7.3,29,T2_2019
D29,2019-Q1,7.6,29,T1_2019
D29,2018-Q4,7.6,29,T4_2018
D29,2018-Q3,7.8,29,T3_2018
D29,2018-Q2,7.9,29,T2_2018
D29,2018-Q1,8.0,29,T1_2018
D29,2017-Q4,7.8,29,T4_2017
D29,2017-Q3,8.3,29,T3_2017
D29,2017-Q2,8.3,29,T2_2017
D29,2017-Q1,8.4,29,T1_2017
D29,2016-Q4,8.9,29,T4_2016
D29,2016-Q3,8.7,29,T3_2016
D29,2016-Q2,9.0,29,T2_2016
D29,2016-Q1,9.2,29,T1_2016
D29,2015-Q4,9.1,29,T4_2015
D29,2015-Q3,9.3,29,T3_2015
D29,2015-Q2,9.4,29,T2_2015
D29,2015-Q1,9.1,29,T1_2015
D29,2014-Q4,9.2,29,T4_2014
D29,2014-Q3,9.1,29,T3_2014
D29,2014-Q2,8.9,29,T2_2014
D29,2014-Q1,9.0,29,T1_2014
D29,2013-Q4,8.9,29,T4_2013
D29,2013-Q3,9.1,29,T3_2013
D29,2013-Q2,9.2,29,T2_2013
D29,2013-Q1,9.0,29,T1_2013
D29,2012-Q4,8.9,29,T4_2012
D29,2012-Q3,8.5,29,T3_2012
D29,2012-Q2,8.4,29,T2_2012
D29,2012-Q1,8.2,29,T1_2012
D29,2011-Q4,8.0,29,T4_2011
D29,2011-Q3,7.8,29,T3_2011
D29,2011-Q2,7.7,29,T2_2011
D29,2011-Q1,7.8,29,T1_2011
D29,2010-Q4,7.8,29,T4_2010
D29,2010-Q3,7.9,29,T3_2010
D29,2010-Q2,8.0,29,T2_2010
D29,2010-Q1,8.1,29,T1_2010
D29,2009-Q4,8.3,29,T4_2009
D29,2009-Q3,7.8,29,T3_2009
D29,2009-Q2,7.8,29,T2_2009
D29,2009-Q1,7.3,29,T1_2009
D29,2008-Q4,6.8,29,T4_2008
D29,2008-Q3,6.4,29,T3_2008
D29,2008-Q2,6.4,29,T2_2008
D29,2008-Q1,6.3,29,T1_2008
D29,2007-Q4,6.6,29,T4_2007
D29,2007-Q3,7.0,29,T3_2007
D29,2007-Q2,7.1,29,T2_2007
D29,2007-Q1,7.4,29,T1_2007
D29,2006-Q4,7.2,29,T4_2006
D29,2006-Q3,7.7,29,T3_2006
D29,2006-Q2,7.6,29,T2_2006
D29,2006-Q1,7.8,29,T1_2006
D29,2005-Q4,7.7,29,T4_2005
D29,2005-Q3,7.6,29,T3_2005
D29,2005-Q2,7.5,29,T2_2005
D29,2005-Q1,7.3,29,T1_2005
D29,2004-Q4,7.5,29,T4_2004
D29,2004-Q3,7.4,29,T3_2004
D29,2004-Q2,7.3,29,T2_2004
D29,2004-Q1,7.4,29,T1_2004
D29,2003-Q4,7.2,29,T4_2003
D29,2003-Q3,7.0,29,T3_2003
D29,2003-Q2,7.0,29,T2_2003
D29,2003-Q1,6.9,29,T1_2003
D29,2002-Q4,6.7,29,T4_2002
D29,2002-Q3,6.6,29,T3_2002
D29,2002-Q2,6.5,29,T2_2002
D29,2002-Q1,6.6,29,T1_2002
D29,2001-Q4,6.6,29,T4_2001
D29,2001-Q3,6.6,29,T3_2001
D29,2001-Q2,6.6,29,T2_2001
D29,2001-Q1,6.6,29,T1_2001
D29,2000-Q4,6.8,29,T4_2000
D29,2000-Q3,7.1,29,T3_2000
D29,2000-Q2,7.3,29,T2_2000
D29,2000-Q1,7.6,29,T1_2000
D29,1999-Q4,7.8,29,T4_1999
D29,1999-Q3,8.2,29,T3_1999
D29,1999-Q2,8.7,29,T2_1999
D29,1999-Q1,8.8,29,T1_1999
D29,1998-Q4,8.6,29,T4_1998
D29,1998-Q3,8.6,29,T3_1998
D29,1998-Q2,8.6,29,T2_1998
D29,1998-Q1,8.7,29,T1_1998
D29,1997-Q4,8.8,29,T4_1997
D29,1997-Q3,8.8,29,T3_1997
D29,1997-Q2,8.9,29,T2_1997
D29,1997-Q1,8.8,29,T1_1997
D29,1996-Q4,8.8,29,T4_1996
D29,1996-Q3,8.8,29,T3_1996
D29,1996-Q2,8.8,29,T2_1996
D29,1996-Q1,8.6,29,T1_1996
D29,1995-Q4,8.3,29,T4_1995
D29,1995-Q3,8.3,29,T3_1995
D29,1995-Q2,8.5,29,T2_1995
D29,1995-Q1,8.7,29,T1_1995
D29,1994-Q4,8.8,29,T4_1994
D29,1994-Q3,8.9,29,T3_1994
D29,1994-Q2,9.0,29,T2_1994
D29,1994-Q1,9.0,29,T1_1994
D29,1993-Q4,8.8,29,T4_1993
D29,1993-Q3,8.5,29,T3_1993
D29,1993-Q2,8.4,29,T2_1993
D29,1993-Q1,8.3,29,T1_1993
D29,1992-Q4,8.2,29,T4_1992
D29,1992-Q3,8.1,29,T3_1992
D29,1992-Q2,8.1,29,T2_1992
D29,1992-Q1,8.1,29,T1_1992
D29,1991-Q4,8.0,29,T4_1991
D29,1991-Q3,7.9,29,T3_1991
D29,1991-Q2,7.8,29,T2_1991
D29,1991-Q1,7.7,29,T1_1991
D29,1990-Q4,7.7,29,T4_1990
D29,1990-Q3,7.8,29,T3_1990
D29,1990-Q2,7.9,29,T2_1990
D29,1990-Q1,8.0,29,T1_1990
D29,1989-Q4,8.1,29,T4_1989
D29,1989-Q3,8.2,29,T3_1989
D29,1989-Q2,8.4,29,T2_1989
D29,1989-Q1,8.5,29,T1_1989
D29,1988-Q4,8.6,29,T4_1988
D29,1988-Q3,8.7,29,T3_1988
D29,1988-Q2,8.7,29,T2_1988
D29,1988-Q1,9.0,29,T1_1988
D29,1987-Q4,9.0,29,T4_1987
D29,1987-Q3,8.9,29,T3_1987
D29,1987-Q2,9.1,29,T2_1987
D29,1987-Q1,9.3,29,T1_1987
D29,1986-Q4,9.3,29,T4_1986
D29,1986-Q3,9.1,29,T3_1986
D29,1986-Q2,9.0,29,T2_1986
D29,1986-Q1,8.9,29,T1_1986
D29,1985-Q4,9.1,29,T4_1985
D29,1985-Q3,9.4,29,T3_1985
D29,1985-Q2,9.5,29,T2_1985
D29,1985-Q1,9.5,29,T1_1985
D29,1984-Q4,9.2,29,T4_1984
D29,1984-Q3,8.9,29,T3_1984
D29,1984-Q2,8.7,29,T2_1984
D29,1984-Q1,8.4,29,T1_1984
D29,1983-Q4,8.0,29,T4_1983
D29,1983-Q3,7.6,29,T3_1983
D29,1983-Q2,7.3,29,T2_1983
D29,1983-Q1,7.2,29,T1_1983
D29,1982-Q4,7.3,29,T4_1982
D29,1982-Q3,7.0,29,T3_1982
D29,1982-Q2,6.7,29,T2_1982
D29,1982-Q1,6.5,29,T1_1982
D30,2024-Q3,10.0,30,T3_2024
D30,2024-Q2,9.8,30,T2_2024
D30,2024-Q1,10.1,30,T1_2024
D30,2023-Q4,10.2,30,T4_2023
D30,2023-Q3,10.1,30,T3_2023
D30,2023-Q2,9.9,30,T2_2023
D30,2023-Q1,9.8,30,T1_2023
D30,2022-Q4,9.8,30,T4_2022
D30,2022-Q3,9.8,30,T3_2022
D30,2022-Q2,10.0,30,T2_2022
D30,2022-Q1,10.1,30,T1_2022
D30,2021-Q4,10.1,30,T4_2021
D30,2021-Q3,10.6,30,T3_2021
D30,2021-Q2,10.5,30,T2_2021
D30,2021-Q1,10.8,30,T1_2021
D30,2020-Q4,10.6,30,T4_2020
D30,2020-Q3,11.7,30,T3_2020
D30,2020-Q2,9.5,30,T2_2020
D30,2020-Q1,10.8,30,T1_2020
D30,2019-Q4,11.2,30,T4_2019
D30,2019-Q3,11.5,30,T3_2019
D30,2019-Q2,11.7,30,T2_2019
D30,2019-Q1,12.2,30,T1_2019
D30,2018-Q4,11.9,30,T4_2018
D30,2018-Q3,12.1,30,T3_2018
D30,2018-Q2,12.2,30,T2_2018
D30,2018-Q1,12.6,30,T1_2018
D30,2017-Q4,12.2,30,T4_2017
D30,2017-Q3,12.6,30,T3_2017
D30,2017-Q2,12.5,30,T2_2017
D30,2017-Q1,12.8,30,T1_2017
D30,2016-Q4,13.4,30,T4_2016
D30,2016-Q3,13.1,30,T3_2016
D30,2016-Q2,13.4,30,T2_2016
D30,2016-Q1,13.5,30,T1_2016
D30,2015-Q4,13.7,30,T4_2015
D30,2015-Q3,13.8,30,T3_2015
D30,2015-Q2,14.0,30,T2_2015
D30,2015-Q1,13.8,30,T1_2015
D30,2014-Q4,14.1,30,T4_2014
D30,2014-Q3,13.7,30,T3_2014
D30,2014-Q2,13.5,30,T2_2014
D30,2014-Q1,13.4,30,T1_2014
D30,2013-Q4,13.4,30,T4_2013
D30,2013-Q3,13.5,30,T3_2013
D30,2013-Q2,13.7,30,T2_2013
D30,2013-Q1,13.4,30,T1_2013
D30,2012-Q4,13.1,30,T4_2012
D30,2012-Q3,12.6,30,T3_2012
D30,2012-Q2,12.5,30,T2_2012
D30,2012-Q1,12.1,30,T1_2012
D30,2011-Q4,12.1,30,T4_2011
D30,2011-Q3,11.9,30,T3_2011
D30,2011-Q2,11.7,30,T2_2011
D30,2011-Q1,11.7,30,T1_2011
