REF_AREA,TIME_PERIOD,OBS_VALUE,Code,Trimestre
D77,2021-Q3,7.3,77,T3_2021
D77,2021-Q2,7.2,77,T2_2021
D77,2021-Q1,7.4,77,T1_2021
D77,2020-Q4,7.2,77,T4_2020
D77,2020-Q3,7.8,77,T3_2020
D77,2020-Q2,6.1,77,T2_2020
D77,2020-Q1,6.6,77,T1_2020
D77,2019-Q4,6.8,77,T4_2019
D77,2019-Q3,6.8,77,T3_2019
D77,2019-Q2,6.9,77,T2_2019
D77,2019-Q1,7.1,77,T1_2019
D77,2018-Q4,7.1,77,T4_2018
D77,2018-Q3,7.2,77,T3_2018
D77,2018-Q2,7.4,77,T2_2018
D77,2018-Q1,7.4,77,T1_2018
D77,2017-Q4,7.2,77,T4_2017
D77,2017-Q3,7.6,77,T3_2017
D77,2017-Q2,7.6,77,T2_2017
D77,2017-Q1,7.6,77,T1_2017
D77,2016-Q4,8.0,77,T4_2016
D77,2016-Q3,7.9,77,T3_2016
D77,2016-Q2,7.9,77,T2_2016
D77,2016-Q1,8.0,77,T1_2016
D77,2015-Q4,8.1,77,T4_2015
D77,2015-Q3,8.2,77,T3_2015
D77,2015-Q2,8.3,77,T2_2015
D77,2015-Q1,8.1,77,T1_2015
D77,2014-Q4,8.2,77,T4_2014
D77,2014-Q3,8.0,77,T3_2014
D77,2014-Q2,8.0,77,T2_2014
D77,2014-Q1,8.0,77,T1_2014
D77,2013-Q4,8.0,77,T4_2013
D77,2013-Q3,8.0,77,T3_2013
D77,2013-Q2,8.0,77,T2_2013
D77,2013-Q1,7.9,77,T1_2013
D77,2012-Q4,7.8,77,T4_2012
D77,2012-Q3,7.5,77,T3_2012
D77,2012-Q2,7.4,77,T2_2012
D77,2012-Q1,7.3,77,T1_2012
D77,2011-Q4,7.1,77,T4_2011
D77,2011-Q3,7.0,77,T3_2011
D77,2011-Q2,6.9,77,T2_2011
D77,2011-Q1,7.0,77,T1_2011
D77,2010-Q4,7.0,77,T4_2010
D77,2010-Q3,7.0,77,T3_2010
D77,2010-Q2,7.0,77,T2_2010
D77,2010-Q1,7.1,77,T1_2010
D77,2009-Q4,7.3,77,T4_2009
D77,2009-Q3,6.9,77,T3_2009
D77,2009-Q2,6.8,77,T2_2009
D77,2009-Q1,6.3,77,T1_2009
D77,2008-Q4,5.7,77,T4_2008
D77,2008-Q3,5.4,77,T3_2008
D77,2008-Q2,5.4,77,T2_2008
D77,2008-Q1,5.3,77,T1_2008
D77,2007-Q4,5.5,77,T4_2007
D77,2007-Q3,5.9,77,T3_2007
D77,2007-Q2,6.0,77,T2_2007
D77,2007-Q1,6.4,77,T1_2007
D77,2006-Q4,6.4,77,T4_2006
D77,2006-Q3,6.8,77,T3_2006
D77,2006-Q2,6.9,77,T2_2006
D77,2006-Q1,7.1,77,T1_2006
D77,2005-Q4,7.1,77,T4_2005
D77,2005-Q3,7.1,77,T3_2005
D77,2005-Q2,7.0,77,T2_2005
D77,2005-Q1,7.0,77,T1_2005
D77,2004-Q4,7.2,77,T4_2004
D77,2004-Q3,7.0,77,T3_2004
D77,2004-Q2,6.8,77,T2_2004
D77,2004-Q1,7.0,77,T1_2004
D77,2003-Q4,6.8,77,T4_2003
D77,2003-Q3,6.4,77,T3_2003
D77,2003-Q2,6.4,77,T2_2003
D77,2003-Q1,6.0,77,T1_2003
D77,2002-Q4,5.6,77,T4_2002
D77,2002-Q3,5.5,77,T3_2002
D77,2002-Q2,5.3,77,T2_2002
D77,2002-Q1,5.1,77,T1_2002
D77,2001-Q4,4.9,77,T4_2001
D77,2001-Q3,4.8,77,T3_2001
D77,2001-Q2,4.9,77,T2_2001
D77,2001-Q1,5.1,77,T1_2001
D77,2000-Q4,5.1,77,T4_2000
D77,2000-Q3,5.2,77,T3_2000
D77,2000-Q2,5.6,77,T2_2000
D77,2000-Q1,6.0,77,T1_2000
D77,1999-Q4,6.4,77,T4_1999
D77,1999-Q3,6.9,77,T3_1999
D77,1999-Q2,7.2,77,T2_1999
D77,1999-Q1,7.4,77,T1_1999
D77,1998-Q4,7.5,77,T4_1998
D77,1998-Q3,7.5,77,T3_1998
D77,1998-Q2,7.6,77,T2_1998
D77,1998-Q1,7.8,77,T1_1998
D77,1997-Q4,8.0,77,T4_1997
D77,1997-Q3,8.2,77,T3_1997
D77,1997-Q2,8.1,77,T2_1997
D77,1997-Q1,8.0,77,T1_1997
D77,1996-Q4,7.9,77,T4_1996
D77,1996-Q3,7.9,77,T3_1996
D77,1996-Q2,7.9,77,T2_1996
D77,1996-Q1,7.7,77,T1_1996
D77,1995-Q4,7.4,77,T4_1995
D77,1995-Q3,7.4,77,T3_1995
D77,1995-Q2,7.6,77,T2_1995
D77,1995-Q1,7.7,77,T1_1995
D77,1994-Q4,7.8,77,T4_1994
D77,1994-Q3,8.0,77,T3_1994
D77,1994-Q2,8.0,77,T2_1994
D77,1994-Q1,7.7,77,T1_1994
D77,1993-Q4,7.5,77,T4_1993
D77,1993-Q3,7.1,77,T3_1993
D77,1993-Q2,6.8,77,T2_1993
D77,1993-Q1,6.4,77,T1_1993
D77,1992-Q4,6.1,77,T4_1992
D77,1992-Q3,5.9,77,T3_1992
D77,1992-Q2,5.7,77,T2_1992
D77,1992-Q1,5.5,77,T1_1992
D77,1991-Q4,5.4,77,T4_1991
D77,1991-Q3,5.2,77,T3_1991
D77,1991-Q2,5.0,77,T2_1991
D77,1991-Q1,4.9,77,T1_1991
D77,1990-Q4,5.0,77,T4_1990
D77,1990-Q3,5.1,77,T3_1990
D77,1990-Q2,5.2,77,T2_1990
D77,1990-Q1,5.4,77,T1_1990
D77,1989-Q4,5.5,77,T4_1989
D77,1989-Q3,5.6,77,T3_1989
D77,1989-Q2,5.8,77,T2_1989
D77,1989-Q1,5.9,77,T1_1989
D77,1988-Q4,6.1,77,T4_1988
D77,1988-Q3,6.3,77,T3_1988
D77,1988-Q2,6.3,77,T2_1988
D77,1988-Q1,6.4,77,T1_1988
D77,1987-Q4,6.4,77,T4_1987
D77,1987-Q3,6.5,77,T3_1987
D77,1987-Q2,6.7,77,T2_1987
D77,1987-Q1,6.6,77,T1_1987
D77,1986-Q4,6.4,77,T4_1986
D77,1986-Q3,6.4,77,T3_1986
D77,1986-Q2,6.5,77,T2_1986
D77,1986-Q1,6.4,77,T1_1986
D77,1985-Q4,6.3,77,T4_1985
D77,1985-Q3,6.3,77,T3_1985
D77,1985-Q2,6.3,77,T2_1985
D77,1985-Q1,6.4,77,T1_1985
D77,1984-Q4,6.4,77,T4_1984
D77,1984-Q3,6.2,77,T3_1984
D77,1984-Q2,6.0,77,T2_1984
D77,1984-Q1,5.7,77,T1_1984
D77,1983-Q4,5.6,77,T4_1983
D77,1983-Q3,5.3,77,T3_1983
D77,1983-Q2,5.1,77,T2_1983
D77,1983-Q1,5.1,77,T1_1983
D77,1982-Q4,5.2,77,T4_1982
D77,1982-Q3,5.2,77,T3_1982
D77,1982-Q2,5.2,77,T2_1982
D77,1982-Q1,5.3,77,T1_1982
D78,2024-Q3,6.5,78,T3_2024
D78,2024-Q2,6.5,78,T2_2024
D78,2024-Q1,6.6,78,T1_2024
D78,2023-Q4,6.6,78,T4_2023
D78,2023-Q3,6.5,78,T3_2023
D78,2023-Q2,6.3,78,T2_2023
D78,2023-Q1,6.3,78,T1_2023
D78,2022-Q4,6.3,78,T4_2022
D78,2022-Q3,6.3,78,T3_2022
D78,2022-Q2,6.5,78,T2_2022
D78,2022-Q1,6.5,78,T1_2022
D78,2021-Q4,6.4,78,T4_2021
D78,2021-Q3,6.7,78,T3_2021
D78,2021-Q2,6.7,78,T2_2021
D78,2021-Q1,6.9,78,T1_2021
D78,2020-Q4,6.7,78,T4_2020
D78,2020-Q3,7.2,78,T3_2020
D78,2020-Q2,5.5,78,T2_2020
D78,2020-Q1,6.2,78,T1_2020
D78,2019-Q4,6.3,78,T4_2019
D78,2019-Q3,6.4,78,T3_2019
D78,2019-Q2,6.4,78,T2_2019
D78,2019-Q1,6.7,78,T1_2019
D78,2018-Q4,6.6,78,T4_2018
D78,2018-Q3,6.8,78,T3_2018
D78,2018-Q2,6.9,78,T2_2018
D78,2018-Q1,7.0,78,T1_2018
D78,2017-Q4,6.7,78,T4_2017
D78,2017-Q3,7.1,78,T3_2017
D78,2017-Q2,7.0,78,T2_2017
D78,2017-Q1,7.1,78,T1_2017
D78,2016-Q4,7.5,78,T4_2016
D78,2016-Q3,7.3,78,T3_2016
D78,2016-Q2,7.4,78,T2_2016
D78,2016-Q1,7.4,78,T1_2016
D78,2015-Q4,7.4,78,T4_2015
D78,2015-Q3,7.4,78,T3_2015
D78,2015-Q2,7.5,78,T2_2015
D78,2015-Q1,7.4,78,T1_2015
D78,2014-Q4,7.5,78,T4_2014
D78,2014-Q3,7.4,78,T3_2014
D78,2014-Q2,7.3,78,T2_2014
D78,2014-Q1,7.2,78,T1_2014
D78,2013-Q4,7.2,78,T4_2013
D78,2013-Q3,7.2,78,T3_2013
D78,2013-Q2,7.3,78,T2_2013
D78,2013-Q1,7.3,78,T1_2013
D78,2012-Q4,7.1,78,T4_2012
D78,2012-Q3,6.8,78,T3_2012
D78,2012-Q2,6.8,78,T2_2012
D78,2012-Q1,6.6,78,T1_2012
D78,2011-Q4,6.5,78,T4_2011
D78,2011-Q3,6.4,78,T3_2011
D78,2011-Q2,6.4,78,T2_2011
D78,2011-Q1,6.5,78,T1_2011
D78,2010-Q4,6.6,78,T4_2010
D78,2010-Q3,6.6,78,T3_2010
D78,2010-Q2,6.5,78,T2_2010
D78,2010-Q1,6.6,78,T1_2010
D78,2009-Q4,6.8,78,T4_2009
D78,2009-Q3,6.4,78,T3_2009
D78,2009-Q2,6.3,78,T2_2009
D78,2009-Q1,5.8,78,T1_2009
D78,2008-Q4,5.3,78,T4_2008
D78,2008-Q3,5.1,78,T3_2008
D78,2008-Q2,5.1,78,T2_2008
D78,2008-Q1,5.0,78,T1_2008
D78,2007-Q4,5.3,78,T4_2007
D78,2007-Q3,5.7,78,T3_2007
D78,2007-Q2,5.9,78,T2_2007
D78,2007-Q1,6.1,78,T1_2007
D78,2006-Q4,6.0,78,T4_2006
D78,2006-Q3,6.4,78,T3_2006
D78,2006-Q2,6.5,78,T2_2006
D78,2006-Q1,6.7,78,T1_2006
D78,2005-Q4,6.7,78,T4_2005
D78,2005-Q3,6.7,78,T3_2005
D78,2005-Q2,6.6,78,T2_2005
D78,2005-Q1,6.6,78,T1_2005
D78,2004-Q4,6.9,78,T4_2004
D78,2004-Q3,6.8,78,T3_2004
D78,2004-Q2,6.7,78,T2_2004
D78,2004-Q1,6.9,78,T1_2004
D78,2003-Q4,6.7,78,T4_2003
D78,2003-Q3,6.3,78,T3_2003
D78,2003-Q2,6.4,78,T2_2003
D78,2003-Q1,6.2,78,T1_2003
D78,2002-Q4,5.9,78,T4_2002
D78,2002-Q3,5.7,78,T3_2002
D78,2002-Q2,5.5,78,T2_2002
D78,2002-Q1,5.3,78,T1_2002
D78,2001-Q4,5.0,78,T4_2001
D78,2001-Q3,4.9,78,T3_2001
D78,2001-Q2,4.7,78,T2_2001
D78,2001-Q1,4.8,78,T1_2001
D78,2000-Q4,5.0,78,T4_2000
D78,2000-Q3,5.2,78,T3_2000
D78,2000-Q2,5.5,78,T2_2000
D78,2000-Q1,5.7,78,T1_2000
D78,1999-Q4,6.1,78,T4_1999
D78,1999-Q3,6.4,78,T3_1999
D78,1999-Q2,6.6,78,T2_1999
D78,1999-Q1,6.7,78,T1_1999
D78,1998-Q4,6.7,78,T4_1998
D78,1998-Q3,6.7,78,T3_1998
D78,1998-Q2,6.8,78,T2_1998
D78,1998-Q1,6.9,78,T1_1998
D78,1997-Q4,7.1,78,T4_1997
D78,1997-Q3,7.3,78,T3_1997
D78,1997-Q2,7.3,78,T2_1997
D78,1997-Q1,7.3,78,T1_1997
D78,1996-Q4,7.2,78,T4_1996
D78,1996-Q3,7.2,78,T3_1996
D78,1996-Q2,7.1,78,T2_1996
D78,1996-Q1,7.0,78,T1_1996
D78,1995-Q4,6.8,78,T4_1995
D78,1995-Q3,6.7,78,T3_1995
D78,1995-Q2,6.9,78,T2_1995
D78,1995-Q1,7.1,78,T1_1995
D78,1994-Q4,7.2,78,T4_1994
D78,1994-Q3,7.4,78,T3_1994
D78,1994-Q2,7.5,78,T2_1994
D78,1994-Q1,7.5,78,T1_1994
D78,1993-Q4,7.3,78,T4_1993
D78,1993-Q3,7.0,78,T3_1993
D78,1993-Q2,6.6,78,T2_1993
D78,1993-Q1,6.3,78,T1_1993
D78,1992-Q4,5.9,78,T4_1992
D78,1992-Q3,5.6,78,T3_1992
D78,1992-Q2,5.3,78,T2_1992
D78,1992-Q1,5.1,78,T1_1992
D78,1991-Q4,4.9,78,T4_1991
D78,1991-Q3,4.7,78,T3_1991
D78,1991-Q2,4.5,78,T2_1991
D78,1991-Q1,4.3,78,T1_1991
D78,1990-Q4,4.3,78,T4_1990
D78,1990-Q3,4.4,78,T3_1990
D78,1990-Q2,4.4,78,T2_1990
D78,1990-Q1,4.4,78,T1_1990
D78,1989-Q4,4.5,78,T4_1989
D78,1989-Q3,4.6,78,T3_1989
D78,1989-Q2,4.7,78,T2_1989
D78,1989-Q1,4.8,78,T1_1989
D78,1988-Q4,5.0,78,T4_1988
D78,1988-Q3,5.2,78,T3_1988
D78,1988-Q2,5.2,78,T2_1988
D78,1988-Q1,5.2,78,T1_1988
D78,1987-Q4,5.3,78,T4_1987
D78,1987-Q3,5.4,78,T3_1987
D78,1987-Q2,5.4,78,T2_1987
D78,1987-Q1,5.3,78,T1_1987
D78,1986-Q4,5.1,78,T4_1986
D78,1986-Q3,5.0,78,T3_1986
D78,1986-Q2,5.2,78,T2_1986
D78,1986-Q1,5.4,78,T1_1986
D78,1985-Q4,5.5,78,T4_1985
D78,1985-Q3,5.5,78,T3_1985
D78,1985-Q2,5.2,78,T2_1985
D78,1985-Q1,5.0,78,T1_1985
D78,1984-Q4,4.9,78,T4_1984
D78,1984-Q3,4.8,78,T3_1984
D78,1984-Q2,4.6,78,T2_1984
D78,1984-Q1,4.4,78,T1_1984
D78,1983-Q4,4.1,78,T4_1983
D78,1983-Q3,4.0,78,T3_1983
D78,1983-Q2,3.8,78,T2_1983
D78,1983-Q1,3.8,78,T1_1983
D78,1982-Q4,4.0,78,T4_1982
D78,1982-Q3,4.0,78,T3_1982
D78,1982-Q2,4.0,78,T2_1982
D78,1982-Q1,4.0,78,T1_1982
D79,2024-Q3,5.6,79,T3_2024
D79,2024-Q2,5.4,79,T2_2024
D79,2024-Q1,5.5,79,T1_2024
D79,2023-Q4,5.4,79,T4_2023
D79,2023-Q3,5.3,79,T3_2023
D79,2023-Q2,5.2,79,T2_2023
D79,2023-Q1,5.1,79,T1_2023
D79,2022-Q4,5.1,79,T4_2022
D79,2022-Q3,5.3,79,T3_2022
D79,2022-Q2,5.5,79,T2_2022
D79,2022-Q1,5.3,79,T1_2022
D79,2021-Q4,5.4,79,T4_2021
D79,2021-Q3,5.7,79,T3_2021
D79,2021-Q2,5.7,79,T2_2021
D79,2021-Q1,5.8,79,T1_2021
D79,2020-Q4,5.8,79,T4_2020
D79,2020-Q3,6.7,79,T3_2020
D79,2020-Q2,5.6,79,T2_2020
D79,2020-Q1,5.8,79,T1_2020
D79,2019-Q4,5.9,79,T4_2019
D79,2019-Q3,6.1,79,T3_2019
D79,2019-Q2,6.2,79,T2_2019
D79,2019-Q1,6.5,79,T1_2019
D79,2018-Q4,6.5,79,T4_2018
D79,2018-Q3,6.7,79,T3_2018
D79,2018-Q2,6.8,79,T2_2018
D79,2018-Q1,7.0,79,T1_2018
D79,2017-Q4,6.8,79,T4_2017
D79,2017-Q3,7.2,79,T3_2017
D79,2017-Q2,7.3,79,T2_2017
D79,2017-Q1,7.5,79,T1_2017
D79,2016-Q4,7.9,79,T4_2016
D79,2016-Q3,7.8,79,T3_2016
D79,2016-Q2,7.8,79,T2_2016
D79,2016-Q1,7.9,79,T1_2016
D79,2015-Q4,7.8,79,T4_2015
D79,2015-Q3,7.9,79,T3_2015
D79,2015-Q2,8.1,79,T2_2015
D79,2015-Q1,8.0,79,T1_2015
D79,2014-Q4,8.0,79,T4_2014
D79,2014-Q3,7.7,79,T3_2014
D79,2014-Q2,7.6,79,T2_2014
D79,2014-Q1,7.6,79,T1_2014
D79,2013-Q4,7.5,79,T4_2013
D79,2013-Q3,7.8,79,T3_2013
D79,2013-Q2,7.9,79,T2_2013
D79,2013-Q1,7.7,79,T1_2013
D79,2012-Q4,7.7,79,T4_2012
D79,2012-Q3,7.3,79,T3_2012
D79,2012-Q2,7.2,79,T2_2012
D79,2012-Q1,7.1,79,T1_2012
D79,2011-Q4,6.8,79,T4_2011
D79,2011-Q3,6.7,79,T3_2011
D79,2011-Q2,6.5,79,T2_2011
D79,2011-Q1,6.6,79,T1_2011
D79,2010-Q4,6.8,79,T4_2010
D79,2010-Q3,6.9,79,T3_2010
D79,2010-Q2,7.0,79,T2_2010
D79,2010-Q1,7.0,79,T1_2010
D79,2009-Q4,7.2,79,T4_2009
D79,2009-Q3,6.9,79,T3_2009
D79,2009-Q2,6.9,79,T2_2009
D79,2009-Q1,6.4,79,T1_2009
D79,2008-Q4,5.7,79,T4_2008
D79,2008-Q3,5.3,79,T3_2008
D79,2008-Q2,5.2,79,T2_2008
D79,2008-Q1,5.0,79,T1_2008
D79,2007-Q4,5.2,79,T4_2007
D79,2007-Q3,5.6,79,T3_2007
D79,2007-Q2,5.6,79,T2_2007
D79,2007-Q1,5.9,79,T1_2007
D79,2006-Q4,5.9,79,T4_2006
D79,2006-Q3,6.5,79,T3_2006
D79,2006-Q2,6.6,79,T2_2006
D79,2006-Q1,6.7,79,T1_2006
D79,2005-Q4,6.6,79,T4_2005
D79,2005-Q3,6.3,79,T3_2005
D79,2005-Q2,5.9,79,T2_2005
D79,2005-Q1,5.9,79,T1_2005
D79,2004-Q4,6.0,79,T4_2004
D79,2004-Q3,6.1,79,T3_2004
D79,2004-Q2,6.2,79,T2_2004
D79,2004-Q1,6.4,79,T1_2004
D79,2003-Q4,6.3,79,T4_2003
D79,2003-Q3,6.1,79,T3_2003
D79,2003-Q2,6.3,79,T2_2003
D79,2003-Q1,6.1,79,T1_2003
D79,2002-Q4,5.7,79,T4_2002
D79,2002-Q3,5.5,79,T3_2002
D79,2002-Q2,5.6,79,T2_2002
D79,2002-Q1,5.7,79,T1_2002
D79,2001-Q4,5.7,79,T4_2001
D79,2001-Q3,5.7,79,T3_2001
D79,2001-Q2,5.7,79,T2_2001
D79,2001-Q1,5.7,79,T1_2001
D79,2000-Q4,5.9,79,T4_2000
D79,2000-Q3,6.2,79,T3_2000
D79,2000-Q2,6.4,79,T2_2000
D79,2000-Q1,6.7,79,T1_2000
D79,1999-Q4,7.1,79,T4_1999
D79,1999-Q3,7.5,79,T3_1999
D79,1999-Q2,7.8,79,T2_1999
D79,1999-Q1,7.8,79,T1_1999
D79,1998-Q4,7.8,79,T4_1998
D79,1998-Q3,7.8,79,T3_1998
D79,1998-Q2,7.9,79,T2_1998
D79,1998-Q1,8.1,79,T1_1998
D79,1997-Q4,8.3,79,T4_1997
D79,1997-Q3,8.3,79,T3_1997
D79,1997-Q2,8.3,79,T2_1997
D79,1997-Q1,8.3,79,T1_1997
D79,1996-Q4,8.2,79,T4_1996
D79,1996-Q3,8.0,79,T3_1996
D79,1996-Q2,7.9,79,T2_1996
D79,1996-Q1,7.7,79,T1_1996
D79,1995-Q4,7.5,79,T4_1995
D79,1995-Q3,7.7,79,T3_1995
D79,1995-Q2,8.1,79,T2_1995
D79,1995-Q1,8.6,79,T1_1995
D79,1994-Q4,8.8,79,T4_1994
D79,1994-Q3,9.1,79,T3_1994
D79,1994-Q2,9.3,79,T2_1994
D79,1994-Q1,9.3,79,T1_1994
D79,1993-Q4,9.1,79,T4_1993
D79,1993-Q3,8.8,79,T3_1993
D79,1993-Q2,8.5,79,T2_1993
D79,1993-Q1,8.3,79,T1_1993
D79,1992-Q4,8.3,79,T4_1992
D79,1992-Q3,8.3,79,T3_1992
D79,1992-Q2,8.3,79,T2_1992
D79,1992-Q1,8.1,79,T1_1992
D79,1991-Q4,7.8,79,T4_1991
D79,1991-Q3,7.8,79,T3_1991
D79,1991-Q2,7.4,79,T2_1991
D79,1991-Q1,7.4,79,T1_1991
D79,1990-Q4,7.7,79,T4_1990
D79,1990-Q3,7.8,79,T3_1990
D79,1990-Q2,7.9,79,T2_1990
D79,1990-Q1,8.0,79,T1_1990
D79,1989-Q4,8.2,79,T4_1989
D79,1989-Q3,8.3,79,T3_1989
D79,1989-Q2,8.4,79,T2_1989
D79,1989-Q1,8.5,79,T1_1989
D79,1988-Q4,8.6,79,T4_1988
D79,1988-Q3,8.7,79,T3_1988
D79,1988-Q2,8.8,79,T2_1988
D79,1988-Q1,8.9,79,T1_1988
D79,1987-Q4,8.8,79,T4_1987
D79,1987-Q3,8.8,79,T3_1987
D79,1987-Q2,9.0,79,T2_1987
D79,1987-Q1,9.1,79,T1_1987
D79,1986-Q4,9.1,79,T4_1986
D79,1986-Q3,9.1,79,T3_1986
D79,1986-Q2,9.1,79,T2_1986
D79,1986-Q1,9.0,79,T1_1986
D79,1985-Q4,9.1,79,T4_1985
D79,1985-Q3,9.2,79,T3_1985
D79,1985-Q2,8.9,79,T2_1985
D79,1985-Q1,9.1,79,T1_1985
D79,1984-Q4,9.1,79,T4_1984
D79,1984-Q3,8.6,79,T3_1984
D79,1984-Q2,8.4,79,T2_1984
D79,1984-Q1,7.9,79,T1_1984
D79,1983-Q4,7.4,79,T4_1983
D79,1983-Q3,7.1,79,T3_1983
D79,1983-Q2,6.9,79,T2_1983
D79,1983-Q1,6.9,79,T1_1983
D79,1982-Q4,7.0,79,T4_1982
D79,1982-Q3,7.2,79,T3_1982
D79,1982-Q2,7.2,79,T2_1982
D79,1982-Q1,7.0,79,T1_1982
D80,2024-Q3,8.5,80,T3_2024
D80,2024-Q2,8.5,80,T2_2024
D80,2024-Q1,8.6,80,T1_2024
D80,2023-Q4,8.8,80,T4_2023
D80,2023-Q3,8.7,80,T3_2023
D80,2023-Q2,8.6,80,T2_2023
D80,2023-Q1,8.4,80,T1_2023
D80,2022-Q4,8.5,80,T4_2022
D80,2022-Q3,8.6,80,T3_2022
D80,2022-Q2,8.9,80,T2_2022
D80,2022-Q1,8.5,80,T1_2022
D80,2021-Q4,8.7,80,T4_2021
D80,2021-Q3,9.3,80,T3_2021
D80,2021-Q2,9.3,80,T2_2021
D80,2021-Q1,9.3,80,T1_2021
D80,2020-Q4,9.3,80,T4_2020
D80,2020-Q3,10.5,80,T3_2020
D80,2020-Q2,8.5,80,T2_2020
D80,2020-Q1,9.2,80,T1_2020
D80,2019-Q4,9.7,80,T4_2019
D80,2019-Q3,9.8,80,T3_2019
D80,2019-Q2,10.2,80,T2_2019
D80,2019-Q1,10.5,80,T1_2019
D80,2018-Q4,10.6,80,T4_2018
D80,2018-Q3,10.7,80,T3_2018
D80,2018-Q2,10.8,80,T2_2018
D80,2018-Q1,11.0,80,T1_2018
D80,2017-Q4,10.7,80,T4_2017
D80,2017-Q3,11.4,80,T3_2017
D80,2017-Q2,11.4,80,T2_2017
D80,2017-Q1,11.5,80,T1_2017
D80,2016-Q4,12.0,80,T4_2016
D80,2016-Q3,11.8,80,T3_2016
D80,2016-Q2,12.0,80,T2_2016
D80,2016-Q1,12.1,80,T1_2016
D80,2015-Q4,12.1,80,T4_2015
D80,2015-Q3,12.1,80,T3_2015
D80,2015-Q2,12.1,80,T2_2015
D80,2015-Q1,11.8,80,T1_2015
D80,2014-Q4,11.9,80,T4_2014
D80,2014-Q3,11.9,80,T3_2014
D80,2014-Q2,11.8,80,T2_2014
D80,2014-Q1,11.9,80,T1_2014
D80,2013-Q4,12.0,80,T4_2013
D80,2013-Q3,12.1,80,T3_2013
D80,2013-Q2,12.4,80,T2_2013
D80,2013-Q1,12.3,80,T1_2013
D80,2012-Q4,12.1,80,T4_2012
D80,2012-Q3,11.6,80,T3_2012
D80,2012-Q2,11.6,80,T2_2012
D80,2012-Q1,11.3,80,T1_2012
D80,2011-Q4,11.1,80,T4_2011
D80,2011-Q3,10.6,80,T3_2011
D80,2011-Q2,10.5,80,T2_2011
D80,2011-Q1,10.7,80,T1_2011
D80,2010-Q4,10.7,80,T4_2010
D80,2010-Q3,10.9,80,T3_2010
D80,2010-Q2,10.9,80,T2_2010
D80,2010-Q1,11.0,80,T1_2010
D80,2009-Q4,11.4,80,T4_2009
D80,2009-Q3,11.0,80,T3_2009
D80,2009-Q2,11.0,80,T2_2009
D80,2009-Q1,10.2,80,T1_2009
D80,2008-Q4,9.3,80,T4_2008
D80,2008-Q3,8.9,80,T3_2008
D80,2008-Q2,8.7,80,T2_2008
D80,2008-Q1,8.5,80,T1_2008
D80,2007-Q4,8.8,80,T4_2007
D80,2007-Q3,9.2,80,T3_2007
D80,2007-Q2,9.5,80,T2_2007
D80,2007-Q1,9.9,80,T1_2007
D80,2006-Q4,9.8,80,T4_2006
D80,2006-Q3,10.2,80,T3_2006
D80,2006-Q2,10.2,80,T2_2006
D80,2006-Q1,10.4,80,T1_2006
D80,2005-Q4,10.1,80,T4_2005
D80,2005-Q3,10.0,80,T3_2005
D80,2005-Q2,9.6,80,T2_2005
D80,2005-Q1,9.5,80,T1_2005
D80,2004-Q4,9.8,80,T4_2004
D80,2004-Q3,9.7,80,T3_2004
D80,2004-Q2,9.6,80,T2_2004
D80,2004-Q1,9.8,80,T1_2004
D80,2003-Q4,9.6,80,T4_2003
D80,2003-Q3,9.0,80,T3_2003
D80,2003-Q2,9.3,80,T2_2003
D80,2003-Q1,9.1,80,T1_2003
D80,2002-Q4,8.8,80,T4_2002
D80,2002-Q3,8.9,80,T3_2002
D80,2002-Q2,9.1,80,T2_2002
D80,2002-Q1,9.2,80,T1_2002
D80,2001-Q4,9.2,80,T4_2001
D80,2001-Q3,9.3,80,T3_2001
D80,2001-Q2,9.3,80,T2_2001
D80,2001-Q1,9.6,80,T1_2001
D80,2000-Q4,9.7,80,T4_2000
D80,2000-Q3,9.9,80,T3_2000
D80,2000-Q2,10.2,80,T2_2000
D80,2000-Q1,10.5,80,T1_2000
D80,1999-Q4,10.9,80,T4_1999
D80,1999-Q3,11.4,80,T3_1999
D80,1999-Q2,11.9,80,T2_1999
D80,1999-Q1,12.0,80,T1_1999
D80,1998-Q4,11.9,80,T4_1998
D80,1998-Q3,11.8,80,T3_1998
D80,1998-Q2,11.8,80,T2_1998
D80,1998-Q1,11.9,80,T1_1998
D80,1997-Q4,12.0,80,T4_1997
D80,1997-Q3,12.0,80,T3_1997
D80,1997-Q2,11.9,80,T2_1997
D80,1997-Q1,12.0,80,T1_1997
D80,1996-Q4,11.9,80,T4_1996
D80,1996-Q3,11.8,80,T3_1996
D80,1996-Q2,11.7,80,T2_1996
D80,1996-Q1,11.5,80,T1_1996
D80,1995-Q4,11.1,80,T4_1995
D80,1995-Q3,10.9,80,T3_1995
D80,1995-Q2,11.1,80,T2_1995
D80,1995-Q1,11.5,80,T1_1995
D80,1994-Q4,11.8,80,T4_1994
D80,1994-Q3,12.2,80,T3_1994
D80,1994-Q2,12.2,80,T2_1994
D80,1994-Q1,12.1,80,T1_1994
D80,1993-Q4,12.0,80,T4_1993
D80,1993-Q3,11.9,80,T3_1993
D80,1993-Q2,11.5,80,T2_1993
D80,1993-Q1,11.1,80,T1_1993
D80,1992-Q4,11.0,80,T4_1992
D80,1992-Q3,10.7,80,T3_1992
D80,1992-Q2,10.5,80,T2_1992
D80,1992-Q1,10.4,80,T1_1992
D80,1991-Q4,10.1,80,T4_1991
D80,1991-Q3,10.1,80,T3_1991
